class(r1,Y)	+class(r1,department)	-class(r1,course)	-class(r1,faculty)	-class(r1,person)	-class(r1,researchproject)	-class(r1,staff)	-class(r1,student)
class(r616,Y)	+class(r616,course)	-class(r616,department)	-class(r616,faculty)	-class(r616,person)	-class(r616,researchproject)	-class(r616,staff)	-class(r616,student)
class(r617,Y)	+class(r617,course)	-class(r617,department)	-class(r617,faculty)	-class(r617,person)	-class(r617,researchproject)	-class(r617,staff)	-class(r617,student)
class(r619,Y)	+class(r619,course)	-class(r619,department)	-class(r619,faculty)	-class(r619,person)	-class(r619,researchproject)	-class(r619,staff)	-class(r619,student)
class(r618,Y)	+class(r618,course)	-class(r618,department)	-class(r618,faculty)	-class(r618,person)	-class(r618,researchproject)	-class(r618,staff)	-class(r618,student)
class(r620,Y)	+class(r620,course)	-class(r620,department)	-class(r620,faculty)	-class(r620,person)	-class(r620,researchproject)	-class(r620,staff)	-class(r620,student)
class(r621,Y)	+class(r621,course)	-class(r621,department)	-class(r621,faculty)	-class(r621,person)	-class(r621,researchproject)	-class(r621,staff)	-class(r621,student)
class(r622,Y)	+class(r622,course)	-class(r622,department)	-class(r622,faculty)	-class(r622,person)	-class(r622,researchproject)	-class(r622,staff)	-class(r622,student)
class(r623,Y)	+class(r623,course)	-class(r623,department)	-class(r623,faculty)	-class(r623,person)	-class(r623,researchproject)	-class(r623,staff)	-class(r623,student)
class(r624,Y)	+class(r624,course)	-class(r624,department)	-class(r624,faculty)	-class(r624,person)	-class(r624,researchproject)	-class(r624,staff)	-class(r624,student)
class(r625,Y)	+class(r625,course)	-class(r625,department)	-class(r625,faculty)	-class(r625,person)	-class(r625,researchproject)	-class(r625,staff)	-class(r625,student)
class(r626,Y)	+class(r626,person)	+class(r626,student)	-class(r626,course)	-class(r626,department)	-class(r626,faculty)	-class(r626,researchproject)	-class(r626,staff)
class(r627,Y)	+class(r627,person)	+class(r627,student)	-class(r627,course)	-class(r627,department)	-class(r627,faculty)	-class(r627,researchproject)	-class(r627,staff)
class(r629,Y)	+class(r629,researchproject)	-class(r629,course)	-class(r629,department)	-class(r629,faculty)	-class(r629,person)	-class(r629,staff)	-class(r629,student)
class(r628,Y)	+class(r628,person)	+class(r628,student)	-class(r628,course)	-class(r628,department)	-class(r628,faculty)	-class(r628,researchproject)	-class(r628,staff)
class(r630,Y)	+class(r630,person)	+class(r630,student)	-class(r630,course)	-class(r630,department)	-class(r630,faculty)	-class(r630,researchproject)	-class(r630,staff)
class(r631,Y)	+class(r631,person)	+class(r631,student)	-class(r631,course)	-class(r631,department)	-class(r631,faculty)	-class(r631,researchproject)	-class(r631,staff)
class(r632,Y)	+class(r632,faculty)	+class(r632,person)	-class(r632,course)	-class(r632,department)	-class(r632,researchproject)	-class(r632,staff)	-class(r632,student)
class(r633,Y)	+class(r633,person)	+class(r633,student)	-class(r633,course)	-class(r633,department)	-class(r633,faculty)	-class(r633,researchproject)	-class(r633,staff)
class(r634,Y)	+class(r634,person)	+class(r634,student)	-class(r634,course)	-class(r634,department)	-class(r634,faculty)	-class(r634,researchproject)	-class(r634,staff)
class(r635,Y)	+class(r635,person)	+class(r635,student)	-class(r635,course)	-class(r635,department)	-class(r635,faculty)	-class(r635,researchproject)	-class(r635,staff)
class(r636,Y)	+class(r636,faculty)	+class(r636,person)	-class(r636,course)	-class(r636,department)	-class(r636,researchproject)	-class(r636,staff)	-class(r636,student)
class(r637,Y)	+class(r637,person)	+class(r637,staff)	-class(r637,course)	-class(r637,department)	-class(r637,faculty)	-class(r637,researchproject)	-class(r637,student)
class(r638,Y)	+class(r638,faculty)	+class(r638,person)	-class(r638,course)	-class(r638,department)	-class(r638,researchproject)	-class(r638,staff)	-class(r638,student)
class(r639,Y)	+class(r639,person)	+class(r639,staff)	-class(r639,course)	-class(r639,department)	-class(r639,faculty)	-class(r639,researchproject)	-class(r639,student)
class(r640,Y)	+class(r640,faculty)	+class(r640,person)	-class(r640,course)	-class(r640,department)	-class(r640,researchproject)	-class(r640,staff)	-class(r640,student)
class(r641,Y)	+class(r641,person)	+class(r641,student)	-class(r641,course)	-class(r641,department)	-class(r641,faculty)	-class(r641,researchproject)	-class(r641,staff)
class(r642,Y)	+class(r642,person)	+class(r642,student)	-class(r642,course)	-class(r642,department)	-class(r642,faculty)	-class(r642,researchproject)	-class(r642,staff)
class(r643,Y)	+class(r643,person)	+class(r643,student)	-class(r643,course)	-class(r643,department)	-class(r643,faculty)	-class(r643,researchproject)	-class(r643,staff)
class(r644,Y)	+class(r644,person)	+class(r644,student)	-class(r644,course)	-class(r644,department)	-class(r644,faculty)	-class(r644,researchproject)	-class(r644,staff)
class(r645,Y)	+class(r645,person)	+class(r645,student)	-class(r645,course)	-class(r645,department)	-class(r645,faculty)	-class(r645,researchproject)	-class(r645,staff)
class(r646,Y)	+class(r646,person)	+class(r646,student)	-class(r646,course)	-class(r646,department)	-class(r646,faculty)	-class(r646,researchproject)	-class(r646,staff)
class(r647,Y)	+class(r647,person)	+class(r647,student)	-class(r647,course)	-class(r647,department)	-class(r647,faculty)	-class(r647,researchproject)	-class(r647,staff)
class(r648,Y)	+class(r648,person)	+class(r648,student)	-class(r648,course)	-class(r648,department)	-class(r648,faculty)	-class(r648,researchproject)	-class(r648,staff)
class(r649,Y)	+class(r649,person)	+class(r649,student)	-class(r649,course)	-class(r649,department)	-class(r649,faculty)	-class(r649,researchproject)	-class(r649,staff)
class(r650,Y)	+class(r650,person)	+class(r650,student)	-class(r650,course)	-class(r650,department)	-class(r650,faculty)	-class(r650,researchproject)	-class(r650,staff)
class(r651,Y)	+class(r651,person)	+class(r651,student)	-class(r651,course)	-class(r651,department)	-class(r651,faculty)	-class(r651,researchproject)	-class(r651,staff)
class(r652,Y)	+class(r652,person)	+class(r652,student)	-class(r652,course)	-class(r652,department)	-class(r652,faculty)	-class(r652,researchproject)	-class(r652,staff)
class(r653,Y)	+class(r653,person)	+class(r653,student)	-class(r653,course)	-class(r653,department)	-class(r653,faculty)	-class(r653,researchproject)	-class(r653,staff)
class(r654,Y)	+class(r654,department)	+class(r654,person)	+class(r654,student)	-class(r654,course)	-class(r654,faculty)	-class(r654,researchproject)	-class(r654,staff)
class(r655,Y)	+class(r655,person)	+class(r655,student)	-class(r655,course)	-class(r655,department)	-class(r655,faculty)	-class(r655,researchproject)	-class(r655,staff)
class(r656,Y)	+class(r656,person)	+class(r656,student)	-class(r656,course)	-class(r656,department)	-class(r656,faculty)	-class(r656,researchproject)	-class(r656,staff)
class(r657,Y)	+class(r657,person)	+class(r657,student)	-class(r657,course)	-class(r657,department)	-class(r657,faculty)	-class(r657,researchproject)	-class(r657,staff)
class(r658,Y)	+class(r658,person)	+class(r658,student)	-class(r658,course)	-class(r658,department)	-class(r658,faculty)	-class(r658,researchproject)	-class(r658,staff)
class(r659,Y)	+class(r659,faculty)	+class(r659,person)	-class(r659,course)	-class(r659,department)	-class(r659,researchproject)	-class(r659,staff)	-class(r659,student)
class(r660,Y)	+class(r660,person)	+class(r660,student)	-class(r660,course)	-class(r660,department)	-class(r660,faculty)	-class(r660,researchproject)	-class(r660,staff)
class(r661,Y)	+class(r661,person)	+class(r661,student)	-class(r661,course)	-class(r661,department)	-class(r661,faculty)	-class(r661,researchproject)	-class(r661,staff)
class(r662,Y)	+class(r662,person)	+class(r662,student)	-class(r662,course)	-class(r662,department)	-class(r662,faculty)	-class(r662,researchproject)	-class(r662,staff)
class(r663,Y)	+class(r663,person)	+class(r663,student)	-class(r663,course)	-class(r663,department)	-class(r663,faculty)	-class(r663,researchproject)	-class(r663,staff)
class(r664,Y)	+class(r664,person)	+class(r664,student)	-class(r664,course)	-class(r664,department)	-class(r664,faculty)	-class(r664,researchproject)	-class(r664,staff)
class(r665,Y)	+class(r665,person)	+class(r665,student)	-class(r665,course)	-class(r665,department)	-class(r665,faculty)	-class(r665,researchproject)	-class(r665,staff)
class(r666,Y)	+class(r666,faculty)	+class(r666,person)	-class(r666,course)	-class(r666,department)	-class(r666,researchproject)	-class(r666,staff)	-class(r666,student)
class(r667,Y)	+class(r667,person)	+class(r667,student)	-class(r667,course)	-class(r667,department)	-class(r667,faculty)	-class(r667,researchproject)	-class(r667,staff)
class(r668,Y)	+class(r668,person)	+class(r668,student)	-class(r668,course)	-class(r668,department)	-class(r668,faculty)	-class(r668,researchproject)	-class(r668,staff)
class(r669,Y)	+class(r669,faculty)	+class(r669,person)	-class(r669,course)	-class(r669,department)	-class(r669,researchproject)	-class(r669,staff)	-class(r669,student)
class(r670,Y)	+class(r670,person)	+class(r670,student)	-class(r670,course)	-class(r670,department)	-class(r670,faculty)	-class(r670,researchproject)	-class(r670,staff)
class(r671,Y)	+class(r671,person)	+class(r671,staff)	-class(r671,course)	-class(r671,department)	-class(r671,faculty)	-class(r671,researchproject)	-class(r671,student)
class(r672,Y)	+class(r672,person)	+class(r672,student)	-class(r672,course)	-class(r672,department)	-class(r672,faculty)	-class(r672,researchproject)	-class(r672,staff)
class(r673,Y)	+class(r673,person)	+class(r673,staff)	-class(r673,course)	-class(r673,department)	-class(r673,faculty)	-class(r673,researchproject)	-class(r673,student)
class(r674,Y)	+class(r674,person)	+class(r674,student)	-class(r674,course)	-class(r674,department)	-class(r674,faculty)	-class(r674,researchproject)	-class(r674,staff)
class(r675,Y)	+class(r675,person)	+class(r675,student)	-class(r675,course)	-class(r675,department)	-class(r675,faculty)	-class(r675,researchproject)	-class(r675,staff)
class(r676,Y)	+class(r676,faculty)	+class(r676,person)	-class(r676,course)	-class(r676,department)	-class(r676,researchproject)	-class(r676,staff)	-class(r676,student)
class(r677,Y)	+class(r677,person)	+class(r677,staff)	-class(r677,course)	-class(r677,department)	-class(r677,faculty)	-class(r677,researchproject)	-class(r677,student)
class(r678,Y)	+class(r678,person)	+class(r678,student)	-class(r678,course)	-class(r678,department)	-class(r678,faculty)	-class(r678,researchproject)	-class(r678,staff)
class(r679,Y)	+class(r679,person)	+class(r679,student)	-class(r679,course)	-class(r679,department)	-class(r679,faculty)	-class(r679,researchproject)	-class(r679,staff)
class(r680,Y)	+class(r680,person)	+class(r680,student)	-class(r680,course)	-class(r680,department)	-class(r680,faculty)	-class(r680,researchproject)	-class(r680,staff)
class(r681,Y)	+class(r681,person)	+class(r681,student)	-class(r681,course)	-class(r681,department)	-class(r681,faculty)	-class(r681,researchproject)	-class(r681,staff)
class(r682,Y)	+class(r682,person)	+class(r682,student)	-class(r682,course)	-class(r682,department)	-class(r682,faculty)	-class(r682,researchproject)	-class(r682,staff)
class(r683,Y)	+class(r683,person)	+class(r683,student)	-class(r683,course)	-class(r683,department)	-class(r683,faculty)	-class(r683,researchproject)	-class(r683,staff)
class(r684,Y)	+class(r684,person)	+class(r684,student)	-class(r684,course)	-class(r684,department)	-class(r684,faculty)	-class(r684,researchproject)	-class(r684,staff)
class(r685,Y)	+class(r685,person)	+class(r685,student)	-class(r685,course)	-class(r685,department)	-class(r685,faculty)	-class(r685,researchproject)	-class(r685,staff)
class(r686,Y)	+class(r686,person)	+class(r686,student)	-class(r686,course)	-class(r686,department)	-class(r686,faculty)	-class(r686,researchproject)	-class(r686,staff)
class(r687,Y)	+class(r687,person)	+class(r687,staff)	-class(r687,course)	-class(r687,department)	-class(r687,faculty)	-class(r687,researchproject)	-class(r687,student)
class(r688,Y)	+class(r688,person)	+class(r688,student)	-class(r688,course)	-class(r688,department)	-class(r688,faculty)	-class(r688,researchproject)	-class(r688,staff)
class(r689,Y)	+class(r689,person)	+class(r689,student)	-class(r689,course)	-class(r689,department)	-class(r689,faculty)	-class(r689,researchproject)	-class(r689,staff)
class(r690,Y)	+class(r690,person)	+class(r690,student)	-class(r690,course)	-class(r690,department)	-class(r690,faculty)	-class(r690,researchproject)	-class(r690,staff)
class(r691,Y)	+class(r691,person)	+class(r691,student)	-class(r691,course)	-class(r691,department)	-class(r691,faculty)	-class(r691,researchproject)	-class(r691,staff)
class(r692,Y)	+class(r692,person)	+class(r692,staff)	-class(r692,course)	-class(r692,department)	-class(r692,faculty)	-class(r692,researchproject)	-class(r692,student)
class(r693,Y)	+class(r693,person)	+class(r693,student)	-class(r693,course)	-class(r693,department)	-class(r693,faculty)	-class(r693,researchproject)	-class(r693,staff)
class(r694,Y)	+class(r694,person)	+class(r694,student)	-class(r694,course)	-class(r694,department)	-class(r694,faculty)	-class(r694,researchproject)	-class(r694,staff)
class(r695,Y)	+class(r695,person)	+class(r695,student)	-class(r695,course)	-class(r695,department)	-class(r695,faculty)	-class(r695,researchproject)	-class(r695,staff)
class(r696,Y)	+class(r696,person)	+class(r696,student)	-class(r696,course)	-class(r696,department)	-class(r696,faculty)	-class(r696,researchproject)	-class(r696,staff)
class(r697,Y)	+class(r697,person)	+class(r697,student)	-class(r697,course)	-class(r697,department)	-class(r697,faculty)	-class(r697,researchproject)	-class(r697,staff)
class(r698,Y)	+class(r698,person)	+class(r698,student)	-class(r698,course)	-class(r698,department)	-class(r698,faculty)	-class(r698,researchproject)	-class(r698,staff)
class(r699,Y)	+class(r699,person)	+class(r699,student)	-class(r699,course)	-class(r699,department)	-class(r699,faculty)	-class(r699,researchproject)	-class(r699,staff)
class(r700,Y)	+class(r700,person)	+class(r700,student)	-class(r700,course)	-class(r700,department)	-class(r700,faculty)	-class(r700,researchproject)	-class(r700,staff)
class(r701,Y)	+class(r701,faculty)	+class(r701,person)	-class(r701,course)	-class(r701,department)	-class(r701,researchproject)	-class(r701,staff)	-class(r701,student)
class(r702,Y)	+class(r702,person)	+class(r702,student)	-class(r702,course)	-class(r702,department)	-class(r702,faculty)	-class(r702,researchproject)	-class(r702,staff)
class(r703,Y)	+class(r703,person)	+class(r703,student)	-class(r703,course)	-class(r703,department)	-class(r703,faculty)	-class(r703,researchproject)	-class(r703,staff)
class(r704,Y)	+class(r704,person)	+class(r704,student)	-class(r704,course)	-class(r704,department)	-class(r704,faculty)	-class(r704,researchproject)	-class(r704,staff)
class(r705,Y)	+class(r705,person)	+class(r705,student)	-class(r705,course)	-class(r705,department)	-class(r705,faculty)	-class(r705,researchproject)	-class(r705,staff)
class(r706,Y)	+class(r706,person)	+class(r706,staff)	-class(r706,course)	-class(r706,department)	-class(r706,faculty)	-class(r706,researchproject)	-class(r706,student)
class(r707,Y)	+class(r707,faculty)	+class(r707,person)	-class(r707,course)	-class(r707,department)	-class(r707,researchproject)	-class(r707,staff)	-class(r707,student)
class(r708,Y)	+class(r708,person)	+class(r708,staff)	-class(r708,course)	-class(r708,department)	-class(r708,faculty)	-class(r708,researchproject)	-class(r708,student)
class(r709,Y)	+class(r709,faculty)	+class(r709,person)	-class(r709,course)	-class(r709,department)	-class(r709,researchproject)	-class(r709,staff)	-class(r709,student)
class(r710,Y)	+class(r710,faculty)	-class(r710,course)	-class(r710,department)	-class(r710,person)	-class(r710,researchproject)	-class(r710,staff)	-class(r710,student)
class(r711,Y)	+class(r711,researchproject)	-class(r711,course)	-class(r711,department)	-class(r711,faculty)	-class(r711,person)	-class(r711,staff)	-class(r711,student)
class(r710,Y)	+class(r710,person)	-class(r710,course)	-class(r710,department)	-class(r710,faculty)	-class(r710,researchproject)	-class(r710,staff)	-class(r710,student)
class(r712,Y)	+class(r712,person)	+class(r712,student)	-class(r712,course)	-class(r712,department)	-class(r712,faculty)	-class(r712,researchproject)	-class(r712,staff)
class(r713,Y)	+class(r713,person)	+class(r713,student)	-class(r713,course)	-class(r713,department)	-class(r713,faculty)	-class(r713,researchproject)	-class(r713,staff)
class(r714,Y)	+class(r714,person)	+class(r714,student)	-class(r714,course)	-class(r714,department)	-class(r714,faculty)	-class(r714,researchproject)	-class(r714,staff)
class(r715,Y)	+class(r715,person)	+class(r715,student)	-class(r715,course)	-class(r715,department)	-class(r715,faculty)	-class(r715,researchproject)	-class(r715,staff)
class(r716,Y)	+class(r716,person)	+class(r716,student)	-class(r716,course)	-class(r716,department)	-class(r716,faculty)	-class(r716,researchproject)	-class(r716,staff)
class(r717,Y)	+class(r717,person)	+class(r717,student)	-class(r717,course)	-class(r717,department)	-class(r717,faculty)	-class(r717,researchproject)	-class(r717,staff)
class(r718,Y)	+class(r718,person)	+class(r718,student)	-class(r718,course)	-class(r718,department)	-class(r718,faculty)	-class(r718,researchproject)	-class(r718,staff)
class(r719,Y)	+class(r719,person)	+class(r719,student)	-class(r719,course)	-class(r719,department)	-class(r719,faculty)	-class(r719,researchproject)	-class(r719,staff)
class(r720,Y)	+class(r720,person)	+class(r720,student)	-class(r720,course)	-class(r720,department)	-class(r720,faculty)	-class(r720,researchproject)	-class(r720,staff)
class(r721,Y)	+class(r721,person)	+class(r721,student)	-class(r721,course)	-class(r721,department)	-class(r721,faculty)	-class(r721,researchproject)	-class(r721,staff)
class(r722,Y)	+class(r722,person)	+class(r722,student)	-class(r722,course)	-class(r722,department)	-class(r722,faculty)	-class(r722,researchproject)	-class(r722,staff)
class(r723,Y)	+class(r723,person)	+class(r723,student)	-class(r723,course)	-class(r723,department)	-class(r723,faculty)	-class(r723,researchproject)	-class(r723,staff)
class(r724,Y)	+class(r724,person)	+class(r724,student)	-class(r724,course)	-class(r724,department)	-class(r724,faculty)	-class(r724,researchproject)	-class(r724,staff)
class(r725,Y)	+class(r725,person)	+class(r725,student)	-class(r725,course)	-class(r725,department)	-class(r725,faculty)	-class(r725,researchproject)	-class(r725,staff)
class(r726,Y)	+class(r726,department)	+class(r726,person)	+class(r726,student)	-class(r726,course)	-class(r726,faculty)	-class(r726,researchproject)	-class(r726,staff)
class(r727,Y)	+class(r727,person)	+class(r727,student)	-class(r727,course)	-class(r727,department)	-class(r727,faculty)	-class(r727,researchproject)	-class(r727,staff)
class(r728,Y)	+class(r728,person)	+class(r728,student)	-class(r728,course)	-class(r728,department)	-class(r728,faculty)	-class(r728,researchproject)	-class(r728,staff)
class(r729,Y)	+class(r729,faculty)	+class(r729,person)	-class(r729,course)	-class(r729,department)	-class(r729,researchproject)	-class(r729,staff)	-class(r729,student)
class(r730,Y)	+class(r730,person)	+class(r730,student)	-class(r730,course)	-class(r730,department)	-class(r730,faculty)	-class(r730,researchproject)	-class(r730,staff)
class(r731,Y)	+class(r731,person)	+class(r731,student)	-class(r731,course)	-class(r731,department)	-class(r731,faculty)	-class(r731,researchproject)	-class(r731,staff)
class(r732,Y)	+class(r732,person)	+class(r732,student)	-class(r732,course)	-class(r732,department)	-class(r732,faculty)	-class(r732,researchproject)	-class(r732,staff)
class(r733,Y)	+class(r733,person)	+class(r733,student)	-class(r733,course)	-class(r733,department)	-class(r733,faculty)	-class(r733,researchproject)	-class(r733,staff)
class(r734,Y)	+class(r734,person)	+class(r734,student)	-class(r734,course)	-class(r734,department)	-class(r734,faculty)	-class(r734,researchproject)	-class(r734,staff)
class(r735,Y)	+class(r735,person)	+class(r735,student)	-class(r735,course)	-class(r735,department)	-class(r735,faculty)	-class(r735,researchproject)	-class(r735,staff)
class(r736,Y)	+class(r736,person)	+class(r736,student)	-class(r736,course)	-class(r736,department)	-class(r736,faculty)	-class(r736,researchproject)	-class(r736,staff)
class(r737,Y)	+class(r737,person)	+class(r737,student)	-class(r737,course)	-class(r737,department)	-class(r737,faculty)	-class(r737,researchproject)	-class(r737,staff)
class(r738,Y)	+class(r738,department)	+class(r738,person)	+class(r738,student)	-class(r738,course)	-class(r738,faculty)	-class(r738,researchproject)	-class(r738,staff)
class(r739,Y)	+class(r739,person)	+class(r739,student)	-class(r739,course)	-class(r739,department)	-class(r739,faculty)	-class(r739,researchproject)	-class(r739,staff)
class(r740,Y)	+class(r740,person)	+class(r740,student)	-class(r740,course)	-class(r740,department)	-class(r740,faculty)	-class(r740,researchproject)	-class(r740,staff)
class(r742,Y)	+class(r742,researchproject)	-class(r742,course)	-class(r742,department)	-class(r742,faculty)	-class(r742,person)	-class(r742,staff)	-class(r742,student)
class(r741,Y)	+class(r741,person)	-class(r741,course)	-class(r741,department)	-class(r741,faculty)	-class(r741,researchproject)	-class(r741,staff)	-class(r741,student)
class(r743,Y)	+class(r743,researchproject)	-class(r743,course)	-class(r743,department)	-class(r743,faculty)	-class(r743,person)	-class(r743,staff)	-class(r743,student)
class(r741,Y)	+class(r741,student)	-class(r741,course)	-class(r741,department)	-class(r741,faculty)	-class(r741,person)	-class(r741,researchproject)	-class(r741,staff)
class(r744,Y)	+class(r744,person)	+class(r744,student)	-class(r744,course)	-class(r744,department)	-class(r744,faculty)	-class(r744,researchproject)	-class(r744,staff)
class(r745,Y)	+class(r745,faculty)	+class(r745,person)	-class(r745,course)	-class(r745,department)	-class(r745,researchproject)	-class(r745,staff)	-class(r745,student)
class(r746,Y)	+class(r746,faculty)	+class(r746,person)	-class(r746,course)	-class(r746,department)	-class(r746,researchproject)	-class(r746,staff)	-class(r746,student)
class(r747,Y)	+class(r747,person)	+class(r747,student)	-class(r747,course)	-class(r747,department)	-class(r747,faculty)	-class(r747,researchproject)	-class(r747,staff)
class(r748,Y)	+class(r748,person)	+class(r748,student)	-class(r748,course)	-class(r748,department)	-class(r748,faculty)	-class(r748,researchproject)	-class(r748,staff)
class(r749,Y)	+class(r749,person)	+class(r749,student)	-class(r749,course)	-class(r749,department)	-class(r749,faculty)	-class(r749,researchproject)	-class(r749,staff)
class(r750,Y)	+class(r750,person)	+class(r750,student)	-class(r750,course)	-class(r750,department)	-class(r750,faculty)	-class(r750,researchproject)	-class(r750,staff)
class(r751,Y)	+class(r751,person)	+class(r751,student)	-class(r751,course)	-class(r751,department)	-class(r751,faculty)	-class(r751,researchproject)	-class(r751,staff)
class(r752,Y)	+class(r752,person)	+class(r752,student)	-class(r752,course)	-class(r752,department)	-class(r752,faculty)	-class(r752,researchproject)	-class(r752,staff)
class(r753,Y)	+class(r753,person)	+class(r753,student)	-class(r753,course)	-class(r753,department)	-class(r753,faculty)	-class(r753,researchproject)	-class(r753,staff)
class(r754,Y)	+class(r754,faculty)	+class(r754,person)	-class(r754,course)	-class(r754,department)	-class(r754,researchproject)	-class(r754,staff)	-class(r754,student)
class(r755,Y)	+class(r755,person)	+class(r755,student)	-class(r755,course)	-class(r755,department)	-class(r755,faculty)	-class(r755,researchproject)	-class(r755,staff)
class(r756,Y)	+class(r756,person)	+class(r756,student)	-class(r756,course)	-class(r756,department)	-class(r756,faculty)	-class(r756,researchproject)	-class(r756,staff)
class(r757,Y)	+class(r757,person)	+class(r757,student)	-class(r757,course)	-class(r757,department)	-class(r757,faculty)	-class(r757,researchproject)	-class(r757,staff)
class(r758,Y)	+class(r758,person)	+class(r758,student)	-class(r758,course)	-class(r758,department)	-class(r758,faculty)	-class(r758,researchproject)	-class(r758,staff)
class(r759,Y)	+class(r759,person)	+class(r759,student)	-class(r759,course)	-class(r759,department)	-class(r759,faculty)	-class(r759,researchproject)	-class(r759,staff)
class(r760,Y)	+class(r760,person)	+class(r760,student)	-class(r760,course)	-class(r760,department)	-class(r760,faculty)	-class(r760,researchproject)	-class(r760,staff)
class(r761,Y)	+class(r761,person)	+class(r761,student)	-class(r761,course)	-class(r761,department)	-class(r761,faculty)	-class(r761,researchproject)	-class(r761,staff)
class(r762,Y)	+class(r762,person)	+class(r762,student)	-class(r762,course)	-class(r762,department)	-class(r762,faculty)	-class(r762,researchproject)	-class(r762,staff)
class(r763,Y)	+class(r763,person)	+class(r763,student)	-class(r763,course)	-class(r763,department)	-class(r763,faculty)	-class(r763,researchproject)	-class(r763,staff)
class(r764,Y)	+class(r764,person)	+class(r764,student)	-class(r764,course)	-class(r764,department)	-class(r764,faculty)	-class(r764,researchproject)	-class(r764,staff)
class(r765,Y)	+class(r765,faculty)	+class(r765,person)	-class(r765,course)	-class(r765,department)	-class(r765,researchproject)	-class(r765,staff)	-class(r765,student)
class(r766,Y)	+class(r766,person)	+class(r766,student)	-class(r766,course)	-class(r766,department)	-class(r766,faculty)	-class(r766,researchproject)	-class(r766,staff)
class(r767,Y)	+class(r767,person)	+class(r767,student)	-class(r767,course)	-class(r767,department)	-class(r767,faculty)	-class(r767,researchproject)	-class(r767,staff)
class(r768,Y)	+class(r768,person)	+class(r768,student)	-class(r768,course)	-class(r768,department)	-class(r768,faculty)	-class(r768,researchproject)	-class(r768,staff)
class(r769,Y)	+class(r769,person)	+class(r769,student)	-class(r769,course)	-class(r769,department)	-class(r769,faculty)	-class(r769,researchproject)	-class(r769,staff)
class(r770,Y)	+class(r770,person)	+class(r770,student)	-class(r770,course)	-class(r770,department)	-class(r770,faculty)	-class(r770,researchproject)	-class(r770,staff)
class(r771,Y)	+class(r771,person)	+class(r771,student)	-class(r771,course)	-class(r771,department)	-class(r771,faculty)	-class(r771,researchproject)	-class(r771,staff)
class(r772,Y)	+class(r772,person)	+class(r772,student)	-class(r772,course)	-class(r772,department)	-class(r772,faculty)	-class(r772,researchproject)	-class(r772,staff)
class(r773,Y)	+class(r773,person)	+class(r773,student)	-class(r773,course)	-class(r773,department)	-class(r773,faculty)	-class(r773,researchproject)	-class(r773,staff)
class(r774,Y)	+class(r774,person)	+class(r774,student)	-class(r774,course)	-class(r774,department)	-class(r774,faculty)	-class(r774,researchproject)	-class(r774,staff)
class(r775,Y)	+class(r775,person)	+class(r775,student)	-class(r775,course)	-class(r775,department)	-class(r775,faculty)	-class(r775,researchproject)	-class(r775,staff)
class(r776,Y)	+class(r776,faculty)	+class(r776,person)	-class(r776,course)	-class(r776,department)	-class(r776,researchproject)	-class(r776,staff)	-class(r776,student)
class(r777,Y)	+class(r777,person)	+class(r777,student)	-class(r777,course)	-class(r777,department)	-class(r777,faculty)	-class(r777,researchproject)	-class(r777,staff)
class(r778,Y)	+class(r778,person)	+class(r778,staff)	-class(r778,course)	-class(r778,department)	-class(r778,faculty)	-class(r778,researchproject)	-class(r778,student)
class(r779,Y)	+class(r779,person)	+class(r779,student)	-class(r779,course)	-class(r779,department)	-class(r779,faculty)	-class(r779,researchproject)	-class(r779,staff)
class(r780,Y)	+class(r780,person)	+class(r780,student)	-class(r780,course)	-class(r780,department)	-class(r780,faculty)	-class(r780,researchproject)	-class(r780,staff)
class(r781,Y)	+class(r781,person)	+class(r781,student)	-class(r781,course)	-class(r781,department)	-class(r781,faculty)	-class(r781,researchproject)	-class(r781,staff)
class(r782,Y)	+class(r782,person)	+class(r782,student)	-class(r782,course)	-class(r782,department)	-class(r782,faculty)	-class(r782,researchproject)	-class(r782,staff)
class(r783,Y)	+class(r783,person)	+class(r783,student)	-class(r783,course)	-class(r783,department)	-class(r783,faculty)	-class(r783,researchproject)	-class(r783,staff)
class(r784,Y)	+class(r784,department)	-class(r784,course)	-class(r784,faculty)	-class(r784,person)	-class(r784,researchproject)	-class(r784,staff)	-class(r784,student)
class(r785,Y)	+class(r785,department)	-class(r785,course)	-class(r785,faculty)	-class(r785,person)	-class(r785,researchproject)	-class(r785,staff)	-class(r785,student)
class(r786,Y)	+class(r786,faculty)	+class(r786,person)	-class(r786,course)	-class(r786,department)	-class(r786,researchproject)	-class(r786,staff)	-class(r786,student)
class(r787,Y)	+class(r787,faculty)	+class(r787,person)	-class(r787,course)	-class(r787,department)	-class(r787,researchproject)	-class(r787,staff)	-class(r787,student)
class(r788,Y)	+class(r788,faculty)	+class(r788,person)	-class(r788,course)	-class(r788,department)	-class(r788,researchproject)	-class(r788,staff)	-class(r788,student)
class(r789,Y)	+class(r789,faculty)	+class(r789,person)	-class(r789,course)	-class(r789,department)	-class(r789,researchproject)	-class(r789,staff)	-class(r789,student)
class(r790,Y)	+class(r790,faculty)	+class(r790,person)	-class(r790,course)	-class(r790,department)	-class(r790,researchproject)	-class(r790,staff)	-class(r790,student)
class(r791,Y)	+class(r791,faculty)	+class(r791,person)	-class(r791,course)	-class(r791,department)	-class(r791,researchproject)	-class(r791,staff)	-class(r791,student)
