class(r1,Y)	+class(r1,department)	-class(r1,course)	-class(r1,faculty)	-class(r1,person)	-class(r1,researchproject)	-class(r1,staff)	-class(r1,student)
class(r368,Y)	+class(r368,course)	-class(r368,department)	-class(r368,faculty)	-class(r368,person)	-class(r368,researchproject)	-class(r368,staff)	-class(r368,student)
class(r367,Y)	+class(r367,person)	+class(r367,student)	-class(r367,course)	-class(r367,department)	-class(r367,faculty)	-class(r367,researchproject)	-class(r367,staff)
class(r369,Y)	+class(r369,person)	+class(r369,student)	-class(r369,course)	-class(r369,department)	-class(r369,faculty)	-class(r369,researchproject)	-class(r369,staff)
class(r370,Y)	+class(r370,person)	+class(r370,student)	-class(r370,course)	-class(r370,department)	-class(r370,faculty)	-class(r370,researchproject)	-class(r370,staff)
class(r371,Y)	+class(r371,person)	+class(r371,student)	-class(r371,course)	-class(r371,department)	-class(r371,faculty)	-class(r371,researchproject)	-class(r371,staff)
class(r372,Y)	+class(r372,person)	+class(r372,student)	-class(r372,course)	-class(r372,department)	-class(r372,faculty)	-class(r372,researchproject)	-class(r372,staff)
class(r374,Y)	+class(r374,department)	-class(r374,course)	-class(r374,faculty)	-class(r374,person)	-class(r374,researchproject)	-class(r374,staff)	-class(r374,student)
class(r373,Y)	+class(r373,person)	+class(r373,staff)	-class(r373,course)	-class(r373,department)	-class(r373,faculty)	-class(r373,researchproject)	-class(r373,student)
class(r375,Y)	+class(r375,person)	+class(r375,student)	-class(r375,course)	-class(r375,department)	-class(r375,faculty)	-class(r375,researchproject)	-class(r375,staff)
class(r376,Y)	+class(r376,person)	+class(r376,student)	-class(r376,course)	-class(r376,department)	-class(r376,faculty)	-class(r376,researchproject)	-class(r376,staff)
class(r377,Y)	+class(r377,course)	-class(r377,department)	-class(r377,faculty)	-class(r377,person)	-class(r377,researchproject)	-class(r377,staff)	-class(r377,student)
class(r378,Y)	+class(r378,person)	+class(r378,student)	-class(r378,course)	-class(r378,department)	-class(r378,faculty)	-class(r378,researchproject)	-class(r378,staff)
class(r379,Y)	+class(r379,department)	+class(r379,person)	+class(r379,student)	-class(r379,course)	-class(r379,faculty)	-class(r379,researchproject)	-class(r379,staff)
class(r380,Y)	+class(r380,person)	+class(r380,student)	-class(r380,course)	-class(r380,department)	-class(r380,faculty)	-class(r380,researchproject)	-class(r380,staff)
class(r381,Y)	+class(r381,person)	+class(r381,student)	-class(r381,course)	-class(r381,department)	-class(r381,faculty)	-class(r381,researchproject)	-class(r381,staff)
class(r382,Y)	+class(r382,person)	+class(r382,student)	-class(r382,course)	-class(r382,department)	-class(r382,faculty)	-class(r382,researchproject)	-class(r382,staff)
class(r383,Y)	+class(r383,faculty)	+class(r383,person)	-class(r383,course)	-class(r383,department)	-class(r383,researchproject)	-class(r383,staff)	-class(r383,student)
class(r384,Y)	+class(r384,person)	+class(r384,student)	-class(r384,course)	-class(r384,department)	-class(r384,faculty)	-class(r384,researchproject)	-class(r384,staff)
class(r386,Y)	+class(r386,course)	-class(r386,department)	-class(r386,faculty)	-class(r386,person)	-class(r386,researchproject)	-class(r386,staff)	-class(r386,student)
class(r385,Y)	+class(r385,person)	+class(r385,student)	-class(r385,course)	-class(r385,department)	-class(r385,faculty)	-class(r385,researchproject)	-class(r385,staff)
class(r387,Y)	+class(r387,faculty)	+class(r387,person)	-class(r387,course)	-class(r387,department)	-class(r387,researchproject)	-class(r387,staff)	-class(r387,student)
class(r388,Y)	+class(r388,faculty)	-class(r388,course)	-class(r388,department)	-class(r388,person)	-class(r388,researchproject)	-class(r388,staff)	-class(r388,student)
class(r389,Y)	+class(r389,researchproject)	-class(r389,course)	-class(r389,department)	-class(r389,faculty)	-class(r389,person)	-class(r389,staff)	-class(r389,student)
class(r388,Y)	+class(r388,person)	-class(r388,course)	-class(r388,department)	-class(r388,faculty)	-class(r388,researchproject)	-class(r388,staff)	-class(r388,student)
class(r390,Y)	+class(r390,person)	+class(r390,student)	-class(r390,course)	-class(r390,department)	-class(r390,faculty)	-class(r390,researchproject)	-class(r390,staff)
class(r392,Y)	+class(r392,course)	-class(r392,department)	-class(r392,faculty)	-class(r392,person)	-class(r392,researchproject)	-class(r392,staff)	-class(r392,student)
class(r391,Y)	+class(r391,department)	+class(r391,faculty)	+class(r391,person)	-class(r391,course)	-class(r391,researchproject)	-class(r391,staff)	-class(r391,student)
class(r393,Y)	+class(r393,person)	+class(r393,student)	-class(r393,course)	-class(r393,department)	-class(r393,faculty)	-class(r393,researchproject)	-class(r393,staff)
class(r394,Y)	+class(r394,researchproject)	-class(r394,course)	-class(r394,department)	-class(r394,faculty)	-class(r394,person)	-class(r394,staff)	-class(r394,student)
class(r396,Y)	+class(r396,course)	-class(r396,department)	-class(r396,faculty)	-class(r396,person)	-class(r396,researchproject)	-class(r396,staff)	-class(r396,student)
class(r395,Y)	+class(r395,faculty)	+class(r395,person)	-class(r395,course)	-class(r395,department)	-class(r395,researchproject)	-class(r395,staff)	-class(r395,student)
class(r397,Y)	+class(r397,person)	+class(r397,student)	-class(r397,course)	-class(r397,department)	-class(r397,faculty)	-class(r397,researchproject)	-class(r397,staff)
class(r399,Y)	+class(r399,course)	-class(r399,department)	-class(r399,faculty)	-class(r399,person)	-class(r399,researchproject)	-class(r399,staff)	-class(r399,student)
class(r400,Y)	+class(r400,course)	-class(r400,department)	-class(r400,faculty)	-class(r400,person)	-class(r400,researchproject)	-class(r400,staff)	-class(r400,student)
class(r398,Y)	+class(r398,faculty)	+class(r398,person)	-class(r398,course)	-class(r398,department)	-class(r398,researchproject)	-class(r398,staff)	-class(r398,student)
class(r401,Y)	+class(r401,person)	+class(r401,student)	-class(r401,course)	-class(r401,department)	-class(r401,faculty)	-class(r401,researchproject)	-class(r401,staff)
class(r402,Y)	+class(r402,faculty)	+class(r402,person)	-class(r402,course)	-class(r402,department)	-class(r402,researchproject)	-class(r402,staff)	-class(r402,student)
class(r403,Y)	+class(r403,person)	+class(r403,student)	-class(r403,course)	-class(r403,department)	-class(r403,faculty)	-class(r403,researchproject)	-class(r403,staff)
class(r404,Y)	+class(r404,person)	+class(r404,student)	-class(r404,course)	-class(r404,department)	-class(r404,faculty)	-class(r404,researchproject)	-class(r404,staff)
class(r405,Y)	+class(r405,person)	+class(r405,student)	-class(r405,course)	-class(r405,department)	-class(r405,faculty)	-class(r405,researchproject)	-class(r405,staff)
class(r406,Y)	+class(r406,person)	+class(r406,student)	-class(r406,course)	-class(r406,department)	-class(r406,faculty)	-class(r406,researchproject)	-class(r406,staff)
class(r407,Y)	+class(r407,person)	+class(r407,student)	-class(r407,course)	-class(r407,department)	-class(r407,faculty)	-class(r407,researchproject)	-class(r407,staff)
class(r408,Y)	+class(r408,person)	+class(r408,student)	-class(r408,course)	-class(r408,department)	-class(r408,faculty)	-class(r408,researchproject)	-class(r408,staff)
class(r409,Y)	+class(r409,person)	+class(r409,student)	-class(r409,course)	-class(r409,department)	-class(r409,faculty)	-class(r409,researchproject)	-class(r409,staff)
class(r410,Y)	+class(r410,person)	+class(r410,student)	-class(r410,course)	-class(r410,department)	-class(r410,faculty)	-class(r410,researchproject)	-class(r410,staff)
class(r411,Y)	+class(r411,person)	+class(r411,student)	-class(r411,course)	-class(r411,department)	-class(r411,faculty)	-class(r411,researchproject)	-class(r411,staff)
class(r412,Y)	+class(r412,researchproject)	-class(r412,course)	-class(r412,department)	-class(r412,faculty)	-class(r412,person)	-class(r412,staff)	-class(r412,student)
class(r414,Y)	+class(r414,course)	-class(r414,department)	-class(r414,faculty)	-class(r414,person)	-class(r414,researchproject)	-class(r414,staff)	-class(r414,student)
class(r413,Y)	+class(r413,faculty)	+class(r413,person)	-class(r413,course)	-class(r413,department)	-class(r413,researchproject)	-class(r413,staff)	-class(r413,student)
class(r415,Y)	+class(r415,faculty)	+class(r415,person)	-class(r415,course)	-class(r415,department)	-class(r415,researchproject)	-class(r415,staff)	-class(r415,student)
class(r416,Y)	+class(r416,researchproject)	-class(r416,course)	-class(r416,department)	-class(r416,faculty)	-class(r416,person)	-class(r416,staff)	-class(r416,student)
class(r418,Y)	+class(r418,course)	-class(r418,department)	-class(r418,faculty)	-class(r418,person)	-class(r418,researchproject)	-class(r418,staff)	-class(r418,student)
class(r419,Y)	+class(r419,course)	-class(r419,department)	-class(r419,faculty)	-class(r419,person)	-class(r419,researchproject)	-class(r419,staff)	-class(r419,student)
class(r417,Y)	+class(r417,faculty)	-class(r417,course)	-class(r417,department)	-class(r417,person)	-class(r417,researchproject)	-class(r417,staff)	-class(r417,student)
class(r420,Y)	+class(r420,course)	-class(r420,department)	-class(r420,faculty)	-class(r420,person)	-class(r420,researchproject)	-class(r420,staff)	-class(r420,student)
class(r417,Y)	+class(r417,person)	-class(r417,course)	-class(r417,department)	-class(r417,faculty)	-class(r417,researchproject)	-class(r417,staff)	-class(r417,student)
class(r421,Y)	+class(r421,person)	+class(r421,student)	-class(r421,course)	-class(r421,department)	-class(r421,faculty)	-class(r421,researchproject)	-class(r421,staff)
class(r422,Y)	+class(r422,person)	+class(r422,student)	-class(r422,course)	-class(r422,department)	-class(r422,faculty)	-class(r422,researchproject)	-class(r422,staff)
class(r423,Y)	+class(r423,faculty)	+class(r423,person)	-class(r423,course)	-class(r423,department)	-class(r423,researchproject)	-class(r423,staff)	-class(r423,student)
class(r424,Y)	+class(r424,person)	+class(r424,student)	-class(r424,course)	-class(r424,department)	-class(r424,faculty)	-class(r424,researchproject)	-class(r424,staff)
class(r425,Y)	+class(r425,person)	+class(r425,student)	-class(r425,course)	-class(r425,department)	-class(r425,faculty)	-class(r425,researchproject)	-class(r425,staff)
class(r426,Y)	+class(r426,person)	+class(r426,student)	-class(r426,course)	-class(r426,department)	-class(r426,faculty)	-class(r426,researchproject)	-class(r426,staff)
class(r427,Y)	+class(r427,researchproject)	-class(r427,course)	-class(r427,department)	-class(r427,faculty)	-class(r427,person)	-class(r427,staff)	-class(r427,student)
class(r428,Y)	+class(r428,researchproject)	-class(r428,course)	-class(r428,department)	-class(r428,faculty)	-class(r428,person)	-class(r428,staff)	-class(r428,student)
class(r430,Y)	+class(r430,course)	-class(r430,department)	-class(r430,faculty)	-class(r430,person)	-class(r430,researchproject)	-class(r430,staff)	-class(r430,student)
class(r431,Y)	+class(r431,course)	-class(r431,department)	-class(r431,faculty)	-class(r431,person)	-class(r431,researchproject)	-class(r431,staff)	-class(r431,student)
class(r432,Y)	+class(r432,course)	-class(r432,department)	-class(r432,faculty)	-class(r432,person)	-class(r432,researchproject)	-class(r432,staff)	-class(r432,student)
class(r433,Y)	+class(r433,course)	-class(r433,department)	-class(r433,faculty)	-class(r433,person)	-class(r433,researchproject)	-class(r433,staff)	-class(r433,student)
class(r429,Y)	+class(r429,faculty)	+class(r429,person)	-class(r429,course)	-class(r429,department)	-class(r429,researchproject)	-class(r429,staff)	-class(r429,student)
class(r434,Y)	+class(r434,person)	+class(r434,student)	-class(r434,course)	-class(r434,department)	-class(r434,faculty)	-class(r434,researchproject)	-class(r434,staff)
class(r435,Y)	+class(r435,department)	+class(r435,person)	+class(r435,student)	-class(r435,course)	-class(r435,faculty)	-class(r435,researchproject)	-class(r435,staff)
class(r436,Y)	+class(r436,researchproject)	-class(r436,course)	-class(r436,department)	-class(r436,faculty)	-class(r436,person)	-class(r436,staff)	-class(r436,student)
class(r437,Y)	+class(r437,person)	+class(r437,student)	-class(r437,course)	-class(r437,department)	-class(r437,faculty)	-class(r437,researchproject)	-class(r437,staff)
class(r438,Y)	+class(r438,person)	+class(r438,student)	-class(r438,course)	-class(r438,department)	-class(r438,faculty)	-class(r438,researchproject)	-class(r438,staff)
class(r439,Y)	+class(r439,person)	+class(r439,student)	-class(r439,course)	-class(r439,department)	-class(r439,faculty)	-class(r439,researchproject)	-class(r439,staff)
class(r440,Y)	+class(r440,person)	+class(r440,student)	-class(r440,course)	-class(r440,department)	-class(r440,faculty)	-class(r440,researchproject)	-class(r440,staff)
class(r441,Y)	+class(r441,person)	+class(r441,student)	-class(r441,course)	-class(r441,department)	-class(r441,faculty)	-class(r441,researchproject)	-class(r441,staff)
class(r442,Y)	+class(r442,person)	+class(r442,student)	-class(r442,course)	-class(r442,department)	-class(r442,faculty)	-class(r442,researchproject)	-class(r442,staff)
class(r443,Y)	+class(r443,person)	+class(r443,staff)	-class(r443,course)	-class(r443,department)	-class(r443,faculty)	-class(r443,researchproject)	-class(r443,student)
class(r444,Y)	+class(r444,faculty)	+class(r444,person)	-class(r444,course)	-class(r444,department)	-class(r444,researchproject)	-class(r444,staff)	-class(r444,student)
class(r445,Y)	+class(r445,faculty)	+class(r445,person)	-class(r445,course)	-class(r445,department)	-class(r445,researchproject)	-class(r445,staff)	-class(r445,student)
class(r446,Y)	+class(r446,researchproject)	-class(r446,course)	-class(r446,department)	-class(r446,faculty)	-class(r446,person)	-class(r446,staff)	-class(r446,student)
class(r447,Y)	+class(r447,person)	+class(r447,student)	-class(r447,course)	-class(r447,department)	-class(r447,faculty)	-class(r447,researchproject)	-class(r447,staff)
class(r448,Y)	+class(r448,researchproject)	-class(r448,course)	-class(r448,department)	-class(r448,faculty)	-class(r448,person)	-class(r448,staff)	-class(r448,student)
class(r449,Y)	+class(r449,person)	+class(r449,student)	-class(r449,course)	-class(r449,department)	-class(r449,faculty)	-class(r449,researchproject)	-class(r449,staff)
class(r451,Y)	+class(r451,course)	-class(r451,department)	-class(r451,faculty)	-class(r451,person)	-class(r451,researchproject)	-class(r451,staff)	-class(r451,student)
class(r452,Y)	+class(r452,course)	-class(r452,department)	-class(r452,faculty)	-class(r452,person)	-class(r452,researchproject)	-class(r452,staff)	-class(r452,student)
class(r450,Y)	+class(r450,faculty)	+class(r450,person)	-class(r450,course)	-class(r450,department)	-class(r450,researchproject)	-class(r450,staff)	-class(r450,student)
class(r453,Y)	+class(r453,person)	+class(r453,student)	-class(r453,course)	-class(r453,department)	-class(r453,faculty)	-class(r453,researchproject)	-class(r453,staff)
class(r455,Y)	+class(r455,course)	-class(r455,department)	-class(r455,faculty)	-class(r455,person)	-class(r455,researchproject)	-class(r455,staff)	-class(r455,student)
class(r456,Y)	+class(r456,course)	-class(r456,department)	-class(r456,faculty)	-class(r456,person)	-class(r456,researchproject)	-class(r456,staff)	-class(r456,student)
class(r454,Y)	+class(r454,faculty)	+class(r454,person)	-class(r454,course)	-class(r454,department)	-class(r454,researchproject)	-class(r454,staff)	-class(r454,student)
class(r457,Y)	+class(r457,person)	+class(r457,student)	-class(r457,course)	-class(r457,department)	-class(r457,faculty)	-class(r457,researchproject)	-class(r457,staff)
class(r458,Y)	+class(r458,person)	+class(r458,student)	-class(r458,course)	-class(r458,department)	-class(r458,faculty)	-class(r458,researchproject)	-class(r458,staff)
class(r459,Y)	+class(r459,person)	+class(r459,student)	-class(r459,course)	-class(r459,department)	-class(r459,faculty)	-class(r459,researchproject)	-class(r459,staff)
class(r460,Y)	+class(r460,person)	+class(r460,student)	-class(r460,course)	-class(r460,department)	-class(r460,faculty)	-class(r460,researchproject)	-class(r460,staff)
class(r461,Y)	+class(r461,person)	+class(r461,student)	-class(r461,course)	-class(r461,department)	-class(r461,faculty)	-class(r461,researchproject)	-class(r461,staff)
class(r462,Y)	+class(r462,faculty)	+class(r462,person)	-class(r462,course)	-class(r462,department)	-class(r462,researchproject)	-class(r462,staff)	-class(r462,student)
class(r463,Y)	+class(r463,person)	+class(r463,student)	-class(r463,course)	-class(r463,department)	-class(r463,faculty)	-class(r463,researchproject)	-class(r463,staff)
class(r464,Y)	+class(r464,person)	+class(r464,student)	-class(r464,course)	-class(r464,department)	-class(r464,faculty)	-class(r464,researchproject)	-class(r464,staff)
class(r465,Y)	+class(r465,person)	+class(r465,student)	-class(r465,course)	-class(r465,department)	-class(r465,faculty)	-class(r465,researchproject)	-class(r465,staff)
class(r466,Y)	+class(r466,researchproject)	-class(r466,course)	-class(r466,department)	-class(r466,faculty)	-class(r466,person)	-class(r466,staff)	-class(r466,student)
class(r467,Y)	+class(r467,person)	+class(r467,student)	-class(r467,course)	-class(r467,department)	-class(r467,faculty)	-class(r467,researchproject)	-class(r467,staff)
class(r468,Y)	+class(r468,person)	+class(r468,student)	-class(r468,course)	-class(r468,department)	-class(r468,faculty)	-class(r468,researchproject)	-class(r468,staff)
class(r469,Y)	+class(r469,person)	+class(r469,student)	-class(r469,course)	-class(r469,department)	-class(r469,faculty)	-class(r469,researchproject)	-class(r469,staff)
class(r470,Y)	+class(r470,person)	+class(r470,student)	-class(r470,course)	-class(r470,department)	-class(r470,faculty)	-class(r470,researchproject)	-class(r470,staff)
class(r471,Y)	+class(r471,person)	+class(r471,student)	-class(r471,course)	-class(r471,department)	-class(r471,faculty)	-class(r471,researchproject)	-class(r471,staff)
class(r472,Y)	+class(r472,person)	+class(r472,student)	-class(r472,course)	-class(r472,department)	-class(r472,faculty)	-class(r472,researchproject)	-class(r472,staff)
class(r473,Y)	+class(r473,department)	+class(r473,person)	+class(r473,staff)	-class(r473,course)	-class(r473,faculty)	-class(r473,researchproject)	-class(r473,student)
class(r474,Y)	+class(r474,person)	+class(r474,student)	-class(r474,course)	-class(r474,department)	-class(r474,faculty)	-class(r474,researchproject)	-class(r474,staff)
class(r475,Y)	+class(r475,person)	+class(r475,student)	-class(r475,course)	-class(r475,department)	-class(r475,faculty)	-class(r475,researchproject)	-class(r475,staff)
class(r476,Y)	+class(r476,person)	+class(r476,student)	-class(r476,course)	-class(r476,department)	-class(r476,faculty)	-class(r476,researchproject)	-class(r476,staff)
class(r477,Y)	+class(r477,person)	+class(r477,student)	-class(r477,course)	-class(r477,department)	-class(r477,faculty)	-class(r477,researchproject)	-class(r477,staff)
class(r478,Y)	+class(r478,course)	-class(r478,department)	-class(r478,faculty)	-class(r478,person)	-class(r478,researchproject)	-class(r478,staff)	-class(r478,student)
class(r479,Y)	+class(r479,person)	+class(r479,student)	-class(r479,course)	-class(r479,department)	-class(r479,faculty)	-class(r479,researchproject)	-class(r479,staff)
class(r480,Y)	+class(r480,person)	+class(r480,student)	-class(r480,course)	-class(r480,department)	-class(r480,faculty)	-class(r480,researchproject)	-class(r480,staff)
class(r481,Y)	+class(r481,person)	+class(r481,student)	-class(r481,course)	-class(r481,department)	-class(r481,faculty)	-class(r481,researchproject)	-class(r481,staff)
class(r482,Y)	+class(r482,person)	+class(r482,student)	-class(r482,course)	-class(r482,department)	-class(r482,faculty)	-class(r482,researchproject)	-class(r482,staff)
class(r483,Y)	+class(r483,person)	+class(r483,student)	-class(r483,course)	-class(r483,department)	-class(r483,faculty)	-class(r483,researchproject)	-class(r483,staff)
class(r484,Y)	+class(r484,person)	+class(r484,student)	-class(r484,course)	-class(r484,department)	-class(r484,faculty)	-class(r484,researchproject)	-class(r484,staff)
class(r486,Y)	+class(r486,course)	-class(r486,department)	-class(r486,faculty)	-class(r486,person)	-class(r486,researchproject)	-class(r486,staff)	-class(r486,student)
class(r485,Y)	+class(r485,person)	+class(r485,student)	-class(r485,course)	-class(r485,department)	-class(r485,faculty)	-class(r485,researchproject)	-class(r485,staff)
class(r487,Y)	+class(r487,person)	+class(r487,student)	-class(r487,course)	-class(r487,department)	-class(r487,faculty)	-class(r487,researchproject)	-class(r487,staff)
class(r488,Y)	+class(r488,person)	+class(r488,student)	-class(r488,course)	-class(r488,department)	-class(r488,faculty)	-class(r488,researchproject)	-class(r488,staff)
class(r489,Y)	+class(r489,course)	-class(r489,department)	-class(r489,faculty)	-class(r489,person)	-class(r489,researchproject)	-class(r489,staff)	-class(r489,student)
class(r490,Y)	+class(r490,faculty)	+class(r490,person)	-class(r490,course)	-class(r490,department)	-class(r490,researchproject)	-class(r490,staff)	-class(r490,student)
class(r491,Y)	+class(r491,faculty)	+class(r491,person)	-class(r491,course)	-class(r491,department)	-class(r491,researchproject)	-class(r491,staff)	-class(r491,student)
class(r492,Y)	+class(r492,department)	-class(r492,course)	-class(r492,faculty)	-class(r492,person)	-class(r492,researchproject)	-class(r492,staff)	-class(r492,student)
class(r493,Y)	+class(r493,faculty)	+class(r493,person)	-class(r493,course)	-class(r493,department)	-class(r493,researchproject)	-class(r493,staff)	-class(r493,student)
class(r494,Y)	+class(r494,faculty)	+class(r494,person)	-class(r494,course)	-class(r494,department)	-class(r494,researchproject)	-class(r494,staff)	-class(r494,student)
class(r495,Y)	+class(r495,faculty)	+class(r495,person)	-class(r495,course)	-class(r495,department)	-class(r495,researchproject)	-class(r495,staff)	-class(r495,student)
class(r496,Y)	+class(r496,faculty)	+class(r496,person)	-class(r496,course)	-class(r496,department)	-class(r496,researchproject)	-class(r496,staff)	-class(r496,student)
class(r497,Y)	+class(r497,faculty)	+class(r497,person)	-class(r497,course)	-class(r497,department)	-class(r497,researchproject)	-class(r497,staff)	-class(r497,student)
class(r498,Y)	+class(r498,faculty)	+class(r498,person)	-class(r498,course)	-class(r498,department)	-class(r498,researchproject)	-class(r498,staff)	-class(r498,student)
class(r499,Y)	+class(r499,faculty)	+class(r499,person)	-class(r499,course)	-class(r499,department)	-class(r499,researchproject)	-class(r499,staff)	-class(r499,student)
class(r500,Y)	+class(r500,faculty)	+class(r500,person)	-class(r500,course)	-class(r500,department)	-class(r500,researchproject)	-class(r500,staff)	-class(r500,student)
class(r501,Y)	+class(r501,faculty)	+class(r501,person)	-class(r501,course)	-class(r501,department)	-class(r501,researchproject)	-class(r501,staff)	-class(r501,student)
class(r502,Y)	+class(r502,faculty)	+class(r502,person)	-class(r502,course)	-class(r502,department)	-class(r502,researchproject)	-class(r502,staff)	-class(r502,student)
class(r503,Y)	+class(r503,faculty)	+class(r503,person)	-class(r503,course)	-class(r503,department)	-class(r503,researchproject)	-class(r503,staff)	-class(r503,student)
class(r504,Y)	+class(r504,faculty)	+class(r504,person)	-class(r504,course)	-class(r504,department)	-class(r504,researchproject)	-class(r504,staff)	-class(r504,student)
class(r505,Y)	+class(r505,person)	+class(r505,student)	-class(r505,course)	-class(r505,department)	-class(r505,faculty)	-class(r505,researchproject)	-class(r505,staff)
class(r507,Y)	+class(r507,course)	-class(r507,department)	-class(r507,faculty)	-class(r507,person)	-class(r507,researchproject)	-class(r507,staff)	-class(r507,student)
class(r508,Y)	+class(r508,course)	-class(r508,department)	-class(r508,faculty)	-class(r508,person)	-class(r508,researchproject)	-class(r508,staff)	-class(r508,student)
class(r509,Y)	+class(r509,course)	-class(r509,department)	-class(r509,faculty)	-class(r509,person)	-class(r509,researchproject)	-class(r509,staff)	-class(r509,student)
class(r506,Y)	+class(r506,faculty)	+class(r506,person)	-class(r506,course)	-class(r506,department)	-class(r506,researchproject)	-class(r506,staff)	-class(r506,student)
class(r510,Y)	+class(r510,person)	+class(r510,student)	-class(r510,course)	-class(r510,department)	-class(r510,faculty)	-class(r510,researchproject)	-class(r510,staff)
class(r511,Y)	+class(r511,faculty)	+class(r511,person)	-class(r511,course)	-class(r511,department)	-class(r511,researchproject)	-class(r511,staff)	-class(r511,student)
class(r513,Y)	+class(r513,course)	-class(r513,department)	-class(r513,faculty)	-class(r513,person)	-class(r513,researchproject)	-class(r513,staff)	-class(r513,student)
class(r512,Y)	+class(r512,faculty)	+class(r512,person)	-class(r512,course)	-class(r512,department)	-class(r512,researchproject)	-class(r512,staff)	-class(r512,student)
class(r514,Y)	+class(r514,researchproject)	-class(r514,course)	-class(r514,department)	-class(r514,faculty)	-class(r514,person)	-class(r514,staff)	-class(r514,student)
class(r515,Y)	+class(r515,person)	+class(r515,student)	-class(r515,course)	-class(r515,department)	-class(r515,faculty)	-class(r515,researchproject)	-class(r515,staff)
class(r516,Y)	+class(r516,person)	+class(r516,student)	-class(r516,course)	-class(r516,department)	-class(r516,faculty)	-class(r516,researchproject)	-class(r516,staff)
class(r517,Y)	+class(r517,person)	+class(r517,student)	-class(r517,course)	-class(r517,department)	-class(r517,faculty)	-class(r517,researchproject)	-class(r517,staff)
class(r518,Y)	+class(r518,faculty)	+class(r518,person)	-class(r518,course)	-class(r518,department)	-class(r518,researchproject)	-class(r518,staff)	-class(r518,student)
class(r519,Y)	+class(r519,person)	+class(r519,student)	-class(r519,course)	-class(r519,department)	-class(r519,faculty)	-class(r519,researchproject)	-class(r519,staff)
class(r520,Y)	+class(r520,person)	+class(r520,student)	-class(r520,course)	-class(r520,department)	-class(r520,faculty)	-class(r520,researchproject)	-class(r520,staff)
class(r522,Y)	+class(r522,course)	-class(r522,department)	-class(r522,faculty)	-class(r522,person)	-class(r522,researchproject)	-class(r522,staff)	-class(r522,student)
class(r521,Y)	+class(r521,faculty)	+class(r521,person)	-class(r521,course)	-class(r521,department)	-class(r521,researchproject)	-class(r521,staff)	-class(r521,student)
class(r523,Y)	+class(r523,person)	+class(r523,student)	-class(r523,course)	-class(r523,department)	-class(r523,faculty)	-class(r523,researchproject)	-class(r523,staff)
class(r524,Y)	+class(r524,person)	+class(r524,student)	-class(r524,course)	-class(r524,department)	-class(r524,faculty)	-class(r524,researchproject)	-class(r524,staff)
class(r526,Y)	+class(r526,course)	-class(r526,department)	-class(r526,faculty)	-class(r526,person)	-class(r526,researchproject)	-class(r526,staff)	-class(r526,student)
class(r525,Y)	+class(r525,person)	+class(r525,student)	-class(r525,course)	-class(r525,department)	-class(r525,faculty)	-class(r525,researchproject)	-class(r525,staff)
class(r527,Y)	+class(r527,person)	+class(r527,student)	-class(r527,course)	-class(r527,department)	-class(r527,faculty)	-class(r527,researchproject)	-class(r527,staff)
class(r528,Y)	+class(r528,person)	+class(r528,student)	-class(r528,course)	-class(r528,department)	-class(r528,faculty)	-class(r528,researchproject)	-class(r528,staff)
class(r530,Y)	+class(r530,course)	-class(r530,department)	-class(r530,faculty)	-class(r530,person)	-class(r530,researchproject)	-class(r530,staff)	-class(r530,student)
class(r529,Y)	+class(r529,person)	+class(r529,student)	-class(r529,course)	-class(r529,department)	-class(r529,faculty)	-class(r529,researchproject)	-class(r529,staff)
class(r531,Y)	+class(r531,person)	+class(r531,student)	-class(r531,course)	-class(r531,department)	-class(r531,faculty)	-class(r531,researchproject)	-class(r531,staff)
class(r532,Y)	+class(r532,person)	+class(r532,student)	-class(r532,course)	-class(r532,department)	-class(r532,faculty)	-class(r532,researchproject)	-class(r532,staff)
class(r533,Y)	+class(r533,person)	+class(r533,student)	-class(r533,course)	-class(r533,department)	-class(r533,faculty)	-class(r533,researchproject)	-class(r533,staff)
class(r534,Y)	+class(r534,person)	+class(r534,student)	-class(r534,course)	-class(r534,department)	-class(r534,faculty)	-class(r534,researchproject)	-class(r534,staff)
class(r535,Y)	+class(r535,faculty)	+class(r535,person)	-class(r535,course)	-class(r535,department)	-class(r535,researchproject)	-class(r535,staff)	-class(r535,student)
class(r536,Y)	+class(r536,person)	+class(r536,student)	-class(r536,course)	-class(r536,department)	-class(r536,faculty)	-class(r536,researchproject)	-class(r536,staff)
class(r537,Y)	+class(r537,person)	+class(r537,student)	-class(r537,course)	-class(r537,department)	-class(r537,faculty)	-class(r537,researchproject)	-class(r537,staff)
class(r539,Y)	+class(r539,course)	-class(r539,department)	-class(r539,faculty)	-class(r539,person)	-class(r539,researchproject)	-class(r539,staff)	-class(r539,student)
class(r538,Y)	+class(r538,person)	+class(r538,student)	-class(r538,course)	-class(r538,department)	-class(r538,faculty)	-class(r538,researchproject)	-class(r538,staff)
class(r540,Y)	+class(r540,person)	+class(r540,student)	-class(r540,course)	-class(r540,department)	-class(r540,faculty)	-class(r540,researchproject)	-class(r540,staff)
class(r541,Y)	+class(r541,person)	+class(r541,student)	-class(r541,course)	-class(r541,department)	-class(r541,faculty)	-class(r541,researchproject)	-class(r541,staff)
class(r542,Y)	+class(r542,person)	+class(r542,student)	-class(r542,course)	-class(r542,department)	-class(r542,faculty)	-class(r542,researchproject)	-class(r542,staff)
