# proved 1	predict(test00581,X1)  #v:[?].	269 msec
# proved 1317	predict(test01862,X1)  #v:[?].	4 msec
1	0.3103119558242769	predict(test01862,earn).
2	0.2662823254323874	predict(test01862,ship).
3	0.2007491001380466	predict(test01862,acq).
4	0.0915887860312678	predict(test01862,trade).
5	0.08379972291672912	predict(test01862,money-fx).
6	0.029768894170505367	predict(test01862,crude).
7	0.01749921548678679	predict(test01862,interest).
# proved 1318	predict(test00527,X1)  #v:[?].	3 msec
1	0.876034352732421	predict(test00527,earn).
2	0.12396564726757904	predict(test00527,acq).
# proved 1319	predict(test01281,X1)  #v:[?].	6 msec
1	0.18369426212679935	predict(test01281,ship).
2	0.17923432104562195	predict(test01281,acq).
3	0.16036139069588465	predict(test01281,earn).
4	0.13581362561044133	predict(test01281,crude).
5	0.10297233855690309	predict(test01281,interest).
6	0.09742858773225299	predict(test01281,grain).
7	0.07912667784977881	predict(test01281,money-fx).
8	0.06136879638231763	predict(test01281,trade).
# proved 1320	predict(test01962,X1)  #v:[?].	7 msec
1	0.17648007258382403	predict(test01962,ship).
2	0.17355151744922181	predict(test01962,acq).
3	0.13933074064430176	predict(test01962,earn).
4	0.11659434914330968	predict(test01962,money-fx).
5	0.1143772563017382	predict(test01962,crude).
6	0.11293848541240921	predict(test01962,trade).
7	0.09431634731789873	predict(test01962,grain).
8	0.07241123114729665	predict(test01962,interest).
# proved 1321	predict(test02182,X1)  #v:[?].	2 msec
1	0.3498308811758817	predict(test02182,earn).
2	0.27143611921613364	predict(test02182,acq).
3	0.2680975331654204	predict(test02182,ship).
4	0.11063546644256433	predict(test02182,interest).
# proved 1322	predict(test00281,X1)  #v:[?].	10 msec
1	0.16353756588237975	predict(test00281,ship).
2	0.15939529085704932	predict(test00281,earn).
3	0.14415158991020732	predict(test00281,acq).
4	0.13921026806180856	predict(test00281,money-fx).
5	0.1275375872551588	predict(test00281,grain).
6	0.12087629484785052	predict(test00281,crude).
7	0.09461837204709372	predict(test00281,trade).
8	0.05067303113845196	predict(test00281,interest).
# proved 1323	predict(test01583,X1)  #v:[?].	1 msec
1	1.0	predict(test01583,earn).
# proved 1324	predict(test00773,X1)  #v:[?].	3 msec
1	0.6808552535990823	predict(test00773,earn).
2	0.3191447464009178	predict(test00773,ship).
# proved 1325	predict(test00310,X1)  #v:[?].	2 msec
1	0.5576088474817356	predict(test00310,earn).
2	0.4423911525182645	predict(test00310,ship).
# proved 1326	predict(test00414,X1)  #v:[?].	5 msec
1	0.17138648166625736	predict(test00414,acq).
2	0.16256480402326737	predict(test00414,ship).
3	0.14099961913087708	predict(test00414,earn).
4	0.13704635718036992	predict(test00414,crude).
5	0.12127511816175733	predict(test00414,interest).
6	0.10480240630924711	predict(test00414,grain).
7	0.09521029485898892	predict(test00414,trade).
8	0.06671491866923497	predict(test00414,money-fx).
# proved 1327	predict(test00371,X1)  #v:[?].	2 msec
1	1.0	predict(test00371,earn).
# proved 1328	predict(test00493,X1)  #v:[?].	4 msec
1	0.872754304807256	predict(test00493,earn).
2	0.127245695192744	predict(test00493,acq).
# proved 1329	predict(test01723,X1)  #v:[?].	3 msec
1	0.2504016961360186	predict(test01723,earn).
2	0.16066402128968169	predict(test01723,ship).
3	0.12060595905310176	predict(test01723,trade).
4	0.10448661858974737	predict(test01723,acq).
5	0.10430872480420414	predict(test01723,money-fx).
6	0.09339837298250682	predict(test01723,grain).
7	0.08778032094281851	predict(test01723,crude).
8	0.07835428620192118	predict(test01723,interest).
# proved 1330	predict(test01396,X1)  #v:[?].	4 msec
1	0.16770440700300565	predict(test01396,earn).
2	0.13776204305859527	predict(test01396,ship).
3	0.13034419266132885	predict(test01396,acq).
4	0.12406093230075124	predict(test01396,trade).
5	0.1172518656276879	predict(test01396,money-fx).
6	0.11151895499824208	predict(test01396,interest).
7	0.10623881400280687	predict(test01396,crude).
8	0.10511879034758204	predict(test01396,grain).
# proved 1331	predict(test00150,X1)  #v:[?].	6 msec
1	0.3399082571556351	predict(test00150,ship).
2	0.29528088236114475	predict(test00150,trade).
3	0.2080237976568182	predict(test00150,crude).
4	0.15678706282640198	predict(test00150,interest).
# proved 1332	predict(test01450,X1)  #v:[?].	20 msec
1	0.5006523617130636	predict(test01450,ship).
2	0.49934763828693635	predict(test01450,acq).
# proved 1333	predict(test00929,X1)  #v:[?].	5 msec
1	0.19961713188379643	predict(test00929,acq).
2	0.17614731593599658	predict(test00929,earn).
3	0.16601801970345645	predict(test00929,ship).
4	0.11765539108961146	predict(test00929,crude).
5	0.11374524134333766	predict(test00929,grain).
6	0.09140224172737782	predict(test00929,money-fx).
7	0.06831555822819338	predict(test00929,trade).
8	0.06709910008823007	predict(test00929,interest).
# proved 1334	predict(test01455,X1)  #v:[?].	6 msec
1	0.18874871208013022	predict(test01455,ship).
2	0.1814737281965646	predict(test01455,acq).
3	0.17111257261502438	predict(test01455,earn).
4	0.1235732111705663	predict(test01455,interest).
5	0.11910580051832542	predict(test01455,grain).
6	0.08360300773372151	predict(test01455,trade).
7	0.07006511199278662	predict(test01455,money-fx).
8	0.062317855692880925	predict(test01455,crude).
# proved 1335	predict(test00655,X1)  #v:[?].	3 msec
1	1.0	predict(test00655,earn).
# proved 1336	predict(test00963,X1)  #v:[?].	3 msec
1	0.2882502395314445	predict(test00963,acq).
2	0.2670622766125369	predict(test00963,ship).
3	0.17726109140276228	predict(test00963,money-fx).
4	0.14650336369557393	predict(test00963,earn).
5	0.12092302875768228	predict(test00963,trade).
# proved 1337	predict(test00171,X1)  #v:[?].	2 msec
1	0.36978312726698165	predict(test00171,ship).
2	0.3433551117654445	predict(test00171,earn).
3	0.2868617609675739	predict(test00171,acq).
# proved 1338	predict(test00168,X1)  #v:[?].	7 msec
1	0.2144207224199368	predict(test00168,earn).
2	0.21417683674381466	predict(test00168,ship).
3	0.19710435735764212	predict(test00168,acq).
4	0.1443270250908351	predict(test00168,crude).
5	0.1034870430193151	predict(test00168,trade).
6	0.08429770935934133	predict(test00168,money-fx).
7	0.03592174351399065	predict(test00168,grain).
8	0.00626456249512424	predict(test00168,interest).
# proved 1339	predict(test01517,X1)  #v:[?].	9 msec
1	0.20622115016919942	predict(test01517,ship).
2	0.1876002553574173	predict(test01517,grain).
3	0.16838021570462017	predict(test01517,acq).
4	0.14846245956903636	predict(test01517,trade).
5	0.1481675585205524	predict(test01517,money-fx).
6	0.13397245776907302	predict(test01517,crude).
7	0.007195902910101286	predict(test01517,interest).
# proved 1340	predict(test01708,X1)  #v:[?].	7 msec
1	0.13686070187475713	predict(test01708,ship).
2	0.13435685341862777	predict(test01708,crude).
3	0.13206511121690423	predict(test01708,earn).
4	0.12871871737463153	predict(test01708,trade).
5	0.12828063882865437	predict(test01708,grain).
6	0.1213264982822749	predict(test01708,money-fx).
7	0.11125652918757746	predict(test01708,acq).
8	0.10713494981657264	predict(test01708,interest).
# proved 1341	predict(test00334,X1)  #v:[?].	3 msec
1	0.305802012724128	predict(test00334,earn).
2	0.2790134708165052	predict(test00334,ship).
3	0.1438905221918938	predict(test00334,trade).
4	0.11174659335100634	predict(test00334,money-fx).
5	0.0828681475191875	predict(test00334,interest).
6	0.07667925339727916	predict(test00334,crude).
# proved 1342	predict(test02072,X1)  #v:[?].	3 msec
1	0.18666886401838598	predict(test02072,earn).
2	0.1548683139641033	predict(test02072,ship).
3	0.1316518235681591	predict(test02072,trade).
4	0.12694635101471213	predict(test02072,interest).
5	0.1202205350475164	predict(test02072,money-fx).
6	0.11306830900226211	predict(test02072,crude).
7	0.0893863849603618	predict(test02072,grain).
8	0.07718941842449917	predict(test02072,acq).
# proved 1343	predict(test00818,X1)  #v:[?].	3 msec
1	0.19302065528640888	predict(test00818,earn).
2	0.14403138691224687	predict(test00818,trade).
3	0.1402451602644263	predict(test00818,money-fx).
4	0.1402179010535588	predict(test00818,interest).
5	0.13670625731716224	predict(test00818,crude).
6	0.12861521509144655	predict(test00818,grain).
7	0.11716342407475022	predict(test00818,acq).
# proved 1344	predict(test01955,X1)  #v:[?].	1 msec
1	1.0	predict(test01955,acq).
# proved 1345	predict(test01284,X1)  #v:[?].	3 msec
1	0.29533634484098564	predict(test01284,crude).
2	0.2911821136290033	predict(test01284,ship).
3	0.26339467087669727	predict(test01284,earn).
4	0.1500868706533138	predict(test01284,acq).
# proved 1346	predict(test01226,X1)  #v:[?].	5 msec
1	0.13150980744109486	predict(test01226,ship).
2	0.13026586477714963	predict(test01226,acq).
3	0.1250378724584397	predict(test01226,earn).
4	0.12341312825109702	predict(test01226,trade).
5	0.12298580999565459	predict(test01226,crude).
6	0.12274421827816799	predict(test01226,money-fx).
7	0.12246130679194817	predict(test01226,grain).
8	0.121581992006448	predict(test01226,interest).
# proved 1347	predict(test01859,X1)  #v:[?].	7 msec
1	0.5058988901725884	predict(test01859,ship).
2	0.4679519984082711	predict(test01859,crude).
3	0.026149111419140503	predict(test01859,trade).
# proved 1348	predict(test00393,X1)  #v:[?].	3 msec
1	0.569841578862787	predict(test00393,earn).
2	0.3571176627245782	predict(test00393,ship).
3	0.07304075841263484	predict(test00393,trade).
# proved 1349	predict(test00596,X1)  #v:[?].	7 msec
1	0.2858008167840381	predict(test00596,ship).
2	0.27989267782569816	predict(test00596,acq).
3	0.19402795187871447	predict(test00596,earn).
4	0.14477682202921768	predict(test00596,crude).
5	0.07521278985263463	predict(test00596,money-fx).
6	0.020288941629696907	predict(test00596,interest).
# proved 1350	predict(test00806,X1)  #v:[?].	4 msec
1	0.15608070676092475	predict(test00806,ship).
2	0.1530604766861734	predict(test00806,acq).
3	0.13319275645454828	predict(test00806,earn).
4	0.1171384080168154	predict(test00806,crude).
5	0.11644919164992511	predict(test00806,interest).
6	0.11067001811343624	predict(test00806,money-fx).
7	0.10775794440389662	predict(test00806,grain).
8	0.10565049791428026	predict(test00806,trade).
# proved 1351	predict(test00557,X1)  #v:[?].	3 msec
1	0.1959737588139284	predict(test00557,earn).
2	0.14706758468077488	predict(test00557,money-fx).
3	0.14269344438198145	predict(test00557,interest).
4	0.13859594836921782	predict(test00557,acq).
5	0.13233934339607312	predict(test00557,trade).
6	0.12402287011129015	predict(test00557,grain).
7	0.11930705024673421	predict(test00557,crude).
# proved 1352	predict(test01384,X1)  #v:[?].	9 msec
1	0.3120677257025237	predict(test01384,ship).
2	0.25834811042928696	predict(test01384,interest).
3	0.22555380011192813	predict(test01384,money-fx).
4	0.20403036375626118	predict(test01384,acq).
# proved 1353	predict(test00497,X1)  #v:[?].	3 msec
1	1.0	predict(test00497,earn).
# proved 1354	predict(test00220,X1)  #v:[?].	3 msec
1	0.16838724849248132	predict(test00220,earn).
2	0.15499396895569986	predict(test00220,ship).
3	0.1299525394282901	predict(test00220,trade).
4	0.12279561463943289	predict(test00220,grain).
5	0.11111258925724563	predict(test00220,money-fx).
6	0.10677516662718123	predict(test00220,acq).
7	0.10484955699435808	predict(test00220,crude).
8	0.10113331560531084	predict(test00220,interest).
# proved 1355	predict(test01997,X1)  #v:[?].	3 msec
1	0.6630114293742632	predict(test01997,earn).
2	0.17989107592452214	predict(test01997,acq).
3	0.15709749470121462	predict(test01997,trade).
# proved 1356	predict(test00791,X1)  #v:[?].	3 msec
1	0.16613723233703903	predict(test00791,earn).
2	0.13469237370225046	predict(test00791,money-fx).
3	0.13215950010377348	predict(test00791,trade).
4	0.12980840304770264	predict(test00791,interest).
5	0.1284224826663324	predict(test00791,crude).
6	0.12450476841128415	predict(test00791,grain).
7	0.09899165524292729	predict(test00791,acq).
8	0.08528358448869064	predict(test00791,ship).
# proved 1357	predict(test00657,X1)  #v:[?].	3 msec
1	0.46688520634471226	predict(test00657,earn).
2	0.19931514359433783	predict(test00657,ship).
3	0.13629630117500108	predict(test00657,acq).
4	0.12162816375778007	predict(test00657,grain).
5	0.07587518512816883	predict(test00657,trade).
# proved 1358	predict(test01171,X1)  #v:[?].	5 msec
1	0.3640436845082798	predict(test01171,ship).
2	0.35527250151485606	predict(test01171,acq).
3	0.28068381397686415	predict(test01171,earn).
# proved 1359	predict(test00717,X1)  #v:[?].	3 msec
1	0.29257955481990383	predict(test00717,earn).
2	0.21070170447143685	predict(test00717,interest).
3	0.15201568949709143	predict(test00717,trade).
4	0.14985036283445857	predict(test00717,money-fx).
5	0.10260608060628983	predict(test00717,crude).
6	0.046882654535020246	predict(test00717,acq).
7	0.04536395323579922	predict(test00717,grain).
# proved 1360	predict(test00593,X1)  #v:[?].	3 msec
1	0.7810131283189027	predict(test00593,earn).
2	0.21898687168109732	predict(test00593,trade).
# proved 1361	predict(test01733,X1)  #v:[?].	5 msec
1	0.3802566081230734	predict(test01733,ship).
2	0.3789134487563375	predict(test01733,earn).
3	0.24082994312058914	predict(test01733,acq).
# proved 1362	predict(test00755,X1)  #v:[?].	6 msec
1	0.3666365481609005	predict(test00755,ship).
2	0.32058630440245706	predict(test00755,crude).
3	0.31277714743664237	predict(test00755,trade).
# proved 1363	predict(test00148,X1)  #v:[?].	2 msec
1	1.0	predict(test00148,earn).
# proved 1364	predict(test01909,X1)  #v:[?].	2 msec
1	1.0	predict(test01909,earn).
# proved 1365	predict(test00123,X1)  #v:[?].	15 msec
1	0.2084329067361803	predict(test00123,ship).
2	0.19426982892578562	predict(test00123,trade).
3	0.18202750114221047	predict(test00123,acq).
4	0.13225909471757796	predict(test00123,grain).
5	0.12116093397345404	predict(test00123,crude).
6	0.11786774048928672	predict(test00123,money-fx).
7	0.04398199401550493	predict(test00123,interest).
# proved 1366	predict(test02042,X1)  #v:[?].	4 msec
1	0.4590210028979115	predict(test02042,earn).
2	0.41373373280506853	predict(test02042,ship).
3	0.10082133090283447	predict(test02042,trade).
4	0.026423933394185462	predict(test02042,interest).
# proved 1367	predict(test01163,X1)  #v:[?].	7 msec
1	0.4973564067450739	predict(test01163,ship).
2	0.4856824201525708	predict(test01163,acq).
3	0.016961173102355287	predict(test01163,earn).
# proved 1368	predict(test00678,X1)  #v:[?].	9 msec
1	0.3547099469914923	predict(test00678,earn).
2	0.3510764746415267	predict(test00678,ship).
3	0.29421357836698114	predict(test00678,acq).
# proved 1369	predict(test01078,X1)  #v:[?].	11 msec
1	0.20799438589391636	predict(test01078,ship).
2	0.17924048214304625	predict(test01078,crude).
3	0.16232716456265284	predict(test01078,acq).
4	0.12787799049647142	predict(test01078,grain).
5	0.1276080123965482	predict(test01078,trade).
6	0.11370384354671927	predict(test01078,money-fx).
7	0.08124812096064557	predict(test01078,interest).
# proved 1370	predict(test00680,X1)  #v:[?].	2 msec
1	1.0	predict(test00680,earn).
# proved 1371	predict(test00111,X1)  #v:[?].	2 msec
1	0.597736592198293	predict(test00111,earn).
2	0.18032520659809806	predict(test00111,grain).
3	0.16257328024714943	predict(test00111,trade).
4	0.05936492095645946	predict(test00111,money-fx).
# proved 1372	predict(test00490,X1)  #v:[?].	12 msec
1	0.3465804315777751	predict(test00490,ship).
2	0.2756825143181199	predict(test00490,trade).
3	0.20201749235712277	predict(test00490,money-fx).
4	0.1633301373340371	predict(test00490,interest).
5	0.012389424412945152	predict(test00490,acq).
# proved 1373	predict(test00424,X1)  #v:[?].	4 msec
1	0.41107256962907734	predict(test00424,acq).
2	0.4023906428589333	predict(test00424,ship).
3	0.09133254291789925	predict(test00424,earn).
4	0.07838905002710364	predict(test00424,crude).
5	0.016815194566986477	predict(test00424,money-fx).
# proved 1374	predict(test01297,X1)  #v:[?].	4 msec
1	0.36238105775829654	predict(test01297,acq).
2	0.33155134720284724	predict(test01297,ship).
3	0.30606759503885617	predict(test01297,earn).
# proved 1375	predict(test01271,X1)  #v:[?].	2 msec
1	1.0	predict(test01271,earn).
# proved 1376	predict(test00477,X1)  #v:[?].	2 msec
1	0.3072174937598147	predict(test00477,earn).
2	0.187683619103816	predict(test00477,grain).
3	0.16024388453206068	predict(test00477,money-fx).
4	0.1352278375917906	predict(test00477,crude).
5	0.1306715371081505	predict(test00477,trade).
6	0.0789556279043676	predict(test00477,interest).
# proved 1377	predict(test00434,X1)  #v:[?].	3 msec
1	0.43158594461894906	predict(test00434,earn).
2	0.3855814581785773	predict(test00434,ship).
3	0.18283259720247355	predict(test00434,trade).
# proved 1378	predict(test01961,X1)  #v:[?].	2 msec
1	1.0	predict(test01961,earn).
# proved 1379	predict(test00707,X1)  #v:[?].	2 msec
1	0.47083133505315095	predict(test00707,earn).
2	0.2756590269953524	predict(test00707,interest).
3	0.20818572142241634	predict(test00707,money-fx).
4	0.045323916529080376	predict(test00707,trade).
# proved 1380	predict(test00787,X1)  #v:[?].	3 msec
1	0.39388098345166006	predict(test00787,ship).
2	0.3769524403875086	predict(test00787,earn).
3	0.2291665761608313	predict(test00787,acq).
# proved 1381	predict(test01867,X1)  #v:[?].	4 msec
1	0.5197062023088477	predict(test01867,earn).
2	0.3718305829429372	predict(test01867,ship).
3	0.05874496790914052	predict(test01867,trade).
4	0.049718246839074644	predict(test01867,crude).
# proved 1382	predict(test00135,X1)  #v:[?].	4 msec
1	0.6185899734338791	predict(test00135,earn).
2	0.381410026566121	predict(test00135,ship).
# proved 1383	predict(test01746,X1)  #v:[?].	4 msec
1	1.0	predict(test01746,earn).
# proved 1384	predict(test00458,X1)  #v:[?].	5 msec
1	0.15221900493591553	predict(test00458,acq).
2	0.15054855629036043	predict(test00458,ship).
3	0.13937953963188354	predict(test00458,earn).
4	0.1160541806635607	predict(test00458,interest).
5	0.11601508843574325	predict(test00458,crude).
6	0.11229824087888475	predict(test00458,money-fx).
7	0.10830993207264462	predict(test00458,grain).
8	0.10517545709100727	predict(test00458,trade).
# proved 1385	predict(test00643,X1)  #v:[?].	15 msec
1	0.1580352148263064	predict(test00643,ship).
2	0.1515719949338897	predict(test00643,acq).
3	0.14660742070145152	predict(test00643,earn).
4	0.12558013163448817	predict(test00643,grain).
5	0.11778552649261591	predict(test00643,crude).
6	0.1154341045034535	predict(test00643,money-fx).
7	0.10513098573981956	predict(test00643,interest).
8	0.07985462116797525	predict(test00643,trade).
# proved 1386	predict(test01212,X1)  #v:[?].	3 msec
1	0.5191548992278981	predict(test01212,earn).
2	0.48084510077210174	predict(test01212,ship).
# proved 1387	predict(test02170,X1)  #v:[?].	4 msec
1	0.2576542256806049	predict(test02170,earn).
2	0.2480233403131856	predict(test02170,ship).
3	0.17938144133076322	predict(test02170,acq).
4	0.137545041426736	predict(test02170,trade).
5	0.11084631474997383	predict(test02170,money-fx).
6	0.06654963649873646	predict(test02170,interest).
# proved 1388	predict(test00877,X1)  #v:[?].	2 msec
1	1.0	predict(test00877,earn).
# proved 1389	predict(test01497,X1)  #v:[?].	2 msec
1	0.22784568583495976	predict(test01497,acq).
2	0.14438403650436696	predict(test01497,money-fx).
3	0.13720030723191573	predict(test01497,trade).
4	0.12147796505570051	predict(test01497,ship).
5	0.11515027084611443	predict(test01497,crude).
6	0.11373206023733182	predict(test01497,interest).
7	0.1013153589354951	predict(test01497,grain).
8	0.03889431535411567	predict(test01497,earn).
# proved 1390	predict(test01247,X1)  #v:[?].	1 msec
1	0.7822506515034061	predict(test01247,interest).
2	0.17472504538342018	predict(test01247,acq).
3	0.043024303113173804	predict(test01247,money-fx).
# proved 1391	predict(test01915,X1)  #v:[?].	2 msec
1	0.24795182544694047	predict(test01915,earn).
2	0.16099114510315585	predict(test01915,trade).
3	0.15967499721873404	predict(test01915,crude).
4	0.15586421710230627	predict(test01915,money-fx).
5	0.14028772765052455	predict(test01915,interest).
6	0.13523008747833884	predict(test01915,grain).
# proved 1392	predict(test00473,X1)  #v:[?].	6 msec
1	0.1631139954601519	predict(test00473,ship).
2	0.1624814608283697	predict(test00473,acq).
3	0.14876651246332623	predict(test00473,crude).
4	0.12062128951281025	predict(test00473,earn).
5	0.11892239017985462	predict(test00473,money-fx).
6	0.10620606112825048	predict(test00473,trade).
7	0.10086926603696919	predict(test00473,interest).
8	0.07901902439026759	predict(test00473,grain).
# proved 1393	predict(test00835,X1)  #v:[?].	4 msec
1	0.19422706336631168	predict(test00835,ship).
2	0.1942181695209301	predict(test00835,earn).
3	0.14533783938490402	predict(test00835,acq).
4	0.13639308468521544	predict(test00835,grain).
5	0.11770778526516212	predict(test00835,trade).
6	0.08922326474513206	predict(test00835,crude).
7	0.0833109508979184	predict(test00835,money-fx).
8	0.03958184213442631	predict(test00835,interest).
# proved 1394	predict(test00906,X1)  #v:[?].	4 msec
1	0.20059607980251837	predict(test00906,acq).
2	0.20023905585645907	predict(test00906,ship).
3	0.14834475002657815	predict(test00906,earn).
4	0.11560738115825593	predict(test00906,money-fx).
5	0.11495066874218637	predict(test00906,crude).
6	0.09326406260365373	predict(test00906,trade).
7	0.08432202719578706	predict(test00906,interest).
8	0.042675974614561296	predict(test00906,grain).
# proved 1395	predict(test02028,X1)  #v:[?].	3 msec
1	1.0	predict(test02028,earn).
# proved 1396	predict(test01993,X1)  #v:[?].	2 msec
1	0.5152078422086804	predict(test01993,earn).
2	0.15664479031375347	predict(test01993,trade).
3	0.12276522587464578	predict(test01993,crude).
4	0.1152359259162564	predict(test01993,interest).
5	0.07257145356795347	predict(test01993,money-fx).
6	0.017574762118710483	predict(test01993,ship).
# proved 1397	predict(test00558,X1)  #v:[?].	3 msec
1	0.5185820763845472	predict(test00558,earn).
2	0.48141792361545277	predict(test00558,ship).
# proved 1398	predict(test01700,X1)  #v:[?].	6 msec
1	0.2569334986285513	predict(test01700,ship).
2	0.21913509636360548	predict(test01700,crude).
3	0.2097844902210664	predict(test01700,acq).
4	0.16033696959210905	predict(test01700,money-fx).
5	0.15380994519466773	predict(test01700,trade).
# proved 1399	predict(test01251,X1)  #v:[?].	6 msec
1	0.3118753557063832	predict(test01251,acq).
2	0.2340888089679362	predict(test01251,ship).
3	0.23359567734057718	predict(test01251,earn).
4	0.19417457965354473	predict(test01251,trade).
5	0.02626557833155856	predict(test01251,money-fx).
# proved 1400	predict(test01034,X1)  #v:[?].	6 msec
1	0.24657267520340653	predict(test01034,ship).
2	0.24447310345958284	predict(test01034,acq).
3	0.20904102035101516	predict(test01034,earn).
4	0.15240268475980892	predict(test01034,crude).
5	0.09663440327662458	predict(test01034,trade).
6	0.05087611294956206	predict(test01034,grain).
# proved 1401	predict(test00757,X1)  #v:[?].	10 msec
1	0.18676055761601254	predict(test00757,ship).
2	0.17157359895658794	predict(test00757,trade).
3	0.14572535272293824	predict(test00757,crude).
4	0.14535534350035587	predict(test00757,money-fx).
5	0.11354521280977649	predict(test00757,interest).
6	0.11156774649089456	predict(test00757,acq).
7	0.08406041044064075	predict(test00757,grain).
8	0.04141177746279372	predict(test00757,earn).
# proved 1402	predict(test00515,X1)  #v:[?].	2 msec
1	1.0	predict(test00515,earn).
# proved 1403	predict(test00744,X1)  #v:[?].	3 msec
1	0.360454212497436	predict(test00744,earn).
2	0.22552892269548466	predict(test00744,acq).
3	0.14867288953350014	predict(test00744,trade).
4	0.1287530036259618	predict(test00744,money-fx).
5	0.1215577676587845	predict(test00744,interest).
6	0.015033203988832889	predict(test00744,crude).
# proved 1404	predict(test01264,X1)  #v:[?].	2 msec
1	0.2125283788289409	predict(test01264,acq).
2	0.1743197434725685	predict(test01264,ship).
3	0.14513386774112252	predict(test01264,earn).
4	0.1436143262603747	predict(test01264,money-fx).
5	0.11439895519856948	predict(test01264,trade).
6	0.09721778257607085	predict(test01264,crude).
7	0.07257337433240789	predict(test01264,grain).
8	0.040213571589945075	predict(test01264,interest).
# proved 1405	predict(test02129,X1)  #v:[?].	7 msec
1	0.13693577311114882	predict(test02129,ship).
2	0.13586068398421347	predict(test02129,acq).
3	0.1266239949897927	predict(test02129,earn).
4	0.12233278053017928	predict(test02129,grain).
5	0.12050206810303118	predict(test02129,interest).
6	0.12002617414751714	predict(test02129,crude).
7	0.11915854508486612	predict(test02129,money-fx).
8	0.11855998004925111	predict(test02129,trade).
# proved 1406	predict(test01712,X1)  #v:[?].	4 msec
1	0.13844670584801644	predict(test01712,ship).
2	0.1345249583827849	predict(test01712,acq).
3	0.1238191524554058	predict(test01712,trade).
4	0.12253611109733037	predict(test01712,money-fx).
5	0.12145241804541652	predict(test01712,crude).
6	0.12077289542019437	predict(test01712,grain).
7	0.12039269837508487	predict(test01712,earn).
8	0.11805506037576673	predict(test01712,interest).
# proved 1407	predict(test01057,X1)  #v:[?].	3 msec
1	0.5049590105355958	predict(test01057,earn).
2	0.49504098946440417	predict(test01057,ship).
# proved 1408	predict(test01241,X1)  #v:[?].	4 msec
1	0.3325557788790975	predict(test01241,acq).
2	0.3053633525474576	predict(test01241,ship).
3	0.21376289998790168	predict(test01241,earn).
4	0.12434062372072407	predict(test01241,crude).
5	0.020083502068402197	predict(test01241,interest).
6	0.003893842796417116	predict(test01241,money-fx).
# proved 1409	predict(test01132,X1)  #v:[?].	6 msec
1	0.151672117668034	predict(test01132,ship).
2	0.13779758324254265	predict(test01132,trade).
3	0.1365791976427037	predict(test01132,acq).
4	0.12329442867275055	predict(test01132,money-fx).
5	0.12067961187424896	predict(test01132,interest).
6	0.11937151279984091	predict(test01132,crude).
7	0.11780975201063142	predict(test01132,grain).
8	0.09279579608924782	predict(test01132,earn).
# proved 1410	predict(test00153,X1)  #v:[?].	8 msec
1	0.12996575023947735	predict(test00153,ship).
2	0.12751088556714524	predict(test00153,crude).
3	0.12470044343670769	predict(test00153,money-fx).
4	0.12461913315765503	predict(test00153,acq).
5	0.12376268753397503	predict(test00153,earn).
6	0.12366135446310532	predict(test00153,grain).
7	0.12341771565934034	predict(test00153,interest).
8	0.12236202994259397	predict(test00153,trade).
# proved 1411	predict(test02174,X1)  #v:[?].	7 msec
1	0.19267741407593827	predict(test02174,ship).
2	0.1703219054937349	predict(test02174,money-fx).
3	0.1594789085467037	predict(test02174,acq).
4	0.15810081010264126	predict(test02174,interest).
5	0.13994188999267604	predict(test02174,trade).
6	0.12878933047611266	predict(test02174,crude).
7	0.05068974131219306	predict(test02174,grain).
# proved 1412	predict(test00133,X1)  #v:[?].	3 msec
1	1.0	predict(test00133,earn).
# proved 1413	predict(test01432,X1)  #v:[?].	2 msec
1	0.1926329074231751	predict(test01432,earn).
2	0.14778833763907515	predict(test01432,trade).
3	0.14395941073704535	predict(test01432,grain).
4	0.13607658031159475	predict(test01432,money-fx).
5	0.13283310929388484	predict(test01432,crude).
6	0.12678055325464246	predict(test01432,interest).
7	0.11992910134058239	predict(test01432,acq).
# proved 1414	predict(test01056,X1)  #v:[?].	4 msec
1	0.1399841517937726	predict(test01056,ship).
2	0.13739590223729084	predict(test01056,acq).
3	0.12298252739027328	predict(test01056,crude).
4	0.12273580693778108	predict(test01056,earn).
5	0.12031316128869435	predict(test01056,trade).
6	0.12022459141473679	predict(test01056,money-fx).
7	0.11819950690887633	predict(test01056,grain).
8	0.11816435202857463	predict(test01056,interest).
# proved 1415	predict(test00794,X1)  #v:[?].	2 msec
1	1.0	predict(test00794,earn).
# proved 1416	predict(test01016,X1)  #v:[?].	6 msec
1	0.5080360324917388	predict(test01016,earn).
2	0.4919639675082612	predict(test01016,ship).
# proved 1417	predict(test01167,X1)  #v:[?].	7 msec
1	0.2869674163330353	predict(test01167,ship).
2	0.25619910334713336	predict(test01167,money-fx).
3	0.19959634492892972	predict(test01167,interest).
4	0.09172328717636449	predict(test01167,trade).
5	0.0729964941731622	predict(test01167,grain).
6	0.04747919823825645	predict(test01167,acq).
7	0.04503815580311826	predict(test01167,crude).
# proved 1418	predict(test00790,X1)  #v:[?].	13 msec
1	0.28670287423926916	predict(test00790,ship).
2	0.27158341947955433	predict(test00790,acq).
3	0.24793733424076944	predict(test00790,crude).
4	0.13992288239325318	predict(test00790,money-fx).
5	0.05385348964715385	predict(test00790,interest).
# proved 1419	predict(test00233,X1)  #v:[?].	13 msec
1	0.31558516686878546	predict(test00233,ship).
