# proved 1	predict(train00626,X1)  #v:[?].	352 msec
1	0.5128282352688608	predict(train05113,earn).
2	0.48717176473113916	predict(train05113,acq).
# proved 2433	predict(train03997,X1)  #v:[?].	3 msec
1	1.0	predict(train03997,earn).
# proved 2434	predict(train00357,X1)  #v:[?].	12 msec
1	0.5302260817545162	predict(train00357,earn).
2	0.46716557050448104	predict(train00357,trade).
3	0.002608347741002661	predict(train00357,crude).
# proved 2435	predict(train03071,X1)  #v:[?].	4 msec
1	0.5372520861489452	predict(train03071,earn).
2	0.4627479138510548	predict(train03071,acq).
# proved 2436	predict(train00224,X1)  #v:[?].	3 msec
1	1.0	predict(train00224,earn).
# proved 2437	predict(train00353,X1)  #v:[?].	4 msec
1	1.0	predict(train00353,earn).
# proved 2438	predict(train04337,X1)  #v:[?].	19 msec
1	0.3683570163053078	predict(train04337,earn).
2	0.3282477995510699	predict(train04337,trade).
3	0.2029725877571377	predict(train04337,acq).
4	0.10042259638648457	predict(train04337,crude).
# proved 2439	predict(train04673,X1)  #v:[?].	5 msec
1	0.5182075491979637	predict(train04673,earn).
2	0.4817924508020362	predict(train04673,acq).
# proved 2440	predict(train04640,X1)  #v:[?].	5 msec
1	0.44252610770242856	predict(train04640,earn).
2	0.39316140239791997	predict(train04640,acq).
3	0.16431248989965141	predict(train04640,interest).
# proved 2441	predict(train02008,X1)  #v:[?].	6 msec
1	0.3897260430832902	predict(train02008,earn).
2	0.330509933864042	predict(train02008,crude).
3	0.2797640230526678	predict(train02008,acq).
# proved 2442	predict(train03297,X1)  #v:[?].	22 msec
1	0.3284192905723258	predict(train03297,earn).
2	0.2843222130447957	predict(train03297,crude).
3	0.265425056999863	predict(train03297,trade).
4	0.12183343938301547	predict(train03297,money-fx).
# proved 2443	predict(train02886,X1)  #v:[?].	3 msec
1	0.5607662752944523	predict(train02886,earn).
2	0.4392337247055477	predict(train02886,money-fx).
# proved 2444	predict(train00689,X1)  #v:[?].	5 msec
1	0.5469850717365768	predict(train00689,earn).
2	0.45301492826342316	predict(train00689,trade).
# proved 2445	predict(train00676,X1)  #v:[?].	2 msec
1	1.0	predict(train00676,earn).
# proved 2446	predict(train04906,X1)  #v:[?].	4 msec
1	0.5381207129756456	predict(train04906,earn).
2	0.4618792870243545	predict(train04906,acq).
# proved 2447	predict(train05472,X1)  #v:[?].	5 msec
1	0.4136608807051263	predict(train05472,earn).
2	0.30790967533012814	predict(train05472,money-fx).
3	0.26626535187330264	predict(train05472,interest).
4	0.01216409209144292	predict(train05472,crude).
# proved 2448	predict(train00962,X1)  #v:[?].	4 msec
1	0.5400705683651601	predict(train00962,earn).
2	0.45992943163483985	predict(train00962,crude).
# proved 2449	predict(train01842,X1)  #v:[?].	14 msec
1	0.603353486643256	predict(train01842,earn).
2	0.3966465133567439	predict(train01842,money-fx).
# proved 2450	predict(train02742,X1)  #v:[?].	14 msec
1	0.4742020040033521	predict(train02742,earn).
2	0.417323464338043	predict(train02742,acq).
3	0.10847453165860496	predict(train02742,crude).
# proved 2451	predict(train05032,X1)  #v:[?].	5 msec
1	0.5044245416600657	predict(train05032,earn).
2	0.4349747050219435	predict(train05032,interest).
3	0.06060075331799075	predict(train05032,crude).
# proved 2452	predict(train03463,X1)  #v:[?].	14 msec
1	0.5607648607447634	predict(train03463,earn).
2	0.4392351392552366	predict(train03463,acq).
# proved 2453	predict(train00281,X1)  #v:[?].	3 msec
1	1.0	predict(train00281,earn).
# proved 2454	predict(train00530,X1)  #v:[?].	3 msec
1	1.0	predict(train00530,earn).
# proved 2455	predict(train01382,X1)  #v:[?].	7 msec
1	0.5117969941401656	predict(train01382,earn).
2	0.48820300585983456	predict(train01382,acq).
# proved 2456	predict(train03699,X1)  #v:[?].	5 msec
1	0.3895344659404507	predict(train03699,earn).
2	0.3287794544303387	predict(train03699,crude).
3	0.28168607962921066	predict(train03699,acq).
# proved 2457	predict(train02291,X1)  #v:[?].	2 msec
1	1.0	predict(train02291,earn).
# proved 2458	predict(train00144,X1)  #v:[?].	4 msec
1	1.0	predict(train00144,earn).
# proved 2459	predict(train00343,X1)  #v:[?].	5 msec
1	0.5563491519439825	predict(train00343,earn).
2	0.4436508480560174	predict(train00343,acq).
# proved 2460	predict(train01942,X1)  #v:[?].	5 msec
1	0.38648525241466336	predict(train01942,earn).
2	0.3371020373794189	predict(train01942,acq).
3	0.2764127102059178	predict(train01942,crude).
# proved 2461	predict(train02972,X1)  #v:[?].	3 msec
1	1.0	predict(train02972,earn).
# proved 2462	predict(train03314,X1)  #v:[?].	2 msec
1	0.5408498416282435	predict(train03314,earn).
2	0.4591501583717566	predict(train03314,acq).
# proved 2463	predict(train01812,X1)  #v:[?].	4 msec
1	0.5184981258268658	predict(train01812,earn).
2	0.4815018741731341	predict(train01812,acq).
# proved 2464	predict(train00777,X1)  #v:[?].	6 msec
1	0.6525928854726244	predict(train00777,earn).
2	0.3474071145273755	predict(train00777,crude).
# proved 2465	predict(train04879,X1)  #v:[?].	3 msec
1	0.5466977730740392	predict(train04879,earn).
2	0.4533022269259608	predict(train04879,interest).
# proved 2466	predict(train00245,X1)  #v:[?].	5 msec
1	0.517421844389163	predict(train00245,earn).
2	0.482578155610837	predict(train00245,acq).
# proved 2467	predict(train02724,X1)  #v:[?].	5 msec
1	0.661261348449191	predict(train02724,earn).
2	0.33873865155080896	predict(train02724,acq).
# proved 2468	predict(train03083,X1)  #v:[?].	10 msec
1	0.31973000703199195	predict(train03083,earn).
2	0.25770671700488645	predict(train03083,trade).
3	0.1673489561496355	predict(train03083,grain).
4	0.16274834046820605	predict(train03083,money-fx).
5	0.09246597934528004	predict(train03083,crude).
# proved 2469	predict(train01339,X1)  #v:[?].	4 msec
1	0.40894001344923553	predict(train01339,earn).
2	0.28785238381194955	predict(train01339,interest).
3	0.2713756259487493	predict(train01339,money-fx).
4	0.03183197679006562	predict(train01339,crude).
# proved 2470	predict(train02624,X1)  #v:[?].	4 msec
1	1.0	predict(train02624,earn).
# proved 2471	predict(train03244,X1)  #v:[?].	4 msec
1	0.5225552248919481	predict(train03244,earn).
2	0.477444775108052	predict(train03244,acq).
# proved 2472	predict(train00717,X1)  #v:[?].	3 msec
1	1.0	predict(train00717,earn).
# proved 2473	predict(train04097,X1)  #v:[?].	7 msec
1	0.5244603117839995	predict(train04097,earn).
2	0.4755396882160004	predict(train04097,acq).
# proved 2474	predict(train05020,X1)  #v:[?].	2 msec
1	0.5407756296320025	predict(train05020,earn).
2	0.45922437036799757	predict(train05020,interest).
# proved 2475	predict(train05372,X1)  #v:[?].	4 msec
1	0.5146531515519036	predict(train05372,earn).
2	0.48534684844809634	predict(train05372,acq).
# proved 2476	predict(train00310,X1)  #v:[?].	13 msec
1	0.48224930243418673	predict(train00310,earn).
2	0.38069295512071627	predict(train00310,trade).
3	0.137057742445097	predict(train00310,crude).
# proved 2477	predict(train03647,X1)  #v:[?].	1 msec
1	0.4961244008694417	predict(train03647,earn).
2	0.2893830930305022	predict(train03647,trade).
3	0.14691588599149155	predict(train03647,acq).
4	0.039479006472717265	predict(train03647,money-fx).
5	0.024946461269055628	predict(train03647,ship).
6	0.003151152366791675	predict(train03647,interest).
# proved 2478	predict(train00558,X1)  #v:[?].	1 msec
1	1.0	predict(train00558,earn).
# proved 2479	predict(train05293,X1)  #v:[?].	4 msec
1	0.5118420824795356	predict(train05293,earn).
2	0.3983316395882815	predict(train05293,acq).
3	0.06750111560208817	predict(train05293,crude).
4	0.0223251623300948	predict(train05293,grain).
# proved 2480	predict(train04002,X1)  #v:[?].	10 msec
1	0.585243487343507	predict(train04002,earn).
2	0.4147565126564931	predict(train04002,crude).
# proved 2481	predict(train05108,X1)  #v:[?].	8 msec
1	0.48123875486756057	predict(train05108,earn).
2	0.3884595150605536	predict(train05108,acq).
3	0.13030173007188597	predict(train05108,trade).
# proved 2482	predict(train02786,X1)  #v:[?].	2 msec
1	1.0	predict(train02786,earn).
# proved 2483	predict(train01715,X1)  #v:[?].	5 msec
1	1.0	predict(train01715,earn).
# proved 2484	predict(train03191,X1)  #v:[?].	4 msec
1	0.49228334699961296	predict(train03191,earn).
2	0.4280837873578339	predict(train03191,acq).
3	0.07963286564255312	predict(train03191,ship).
# proved 2485	predict(train04749,X1)  #v:[?].	3 msec
1	1.0	predict(train04749,earn).
# proved 2486	predict(train04500,X1)  #v:[?].	6 msec
1	0.5271154120139369	predict(train04500,earn).
2	0.47288458798606314	predict(train04500,acq).
# proved 2487	predict(train04722,X1)  #v:[?].	2 msec
1	1.0	predict(train04722,earn).
# proved 2488	predict(train03694,X1)  #v:[?].	5 msec
1	0.5257863424335413	predict(train03694,earn).
2	0.47421365756645867	predict(train03694,acq).
# proved 2489	predict(train04344,X1)  #v:[?].	14 msec
1	0.5554120843214346	predict(train04344,earn).
2	0.44458791567856537	predict(train04344,acq).
# proved 2490	predict(train02109,X1)  #v:[?].	13 msec
1	0.5630644735415575	predict(train02109,earn).
2	0.43693552645844247	predict(train02109,acq).
# proved 2491	predict(train03887,X1)  #v:[?].	12 msec
1	0.3966433473070627	predict(train03887,earn).
2	0.327631262482954	predict(train03887,crude).
3	0.27572539020998327	predict(train03887,acq).
# proved 2492	predict(train01931,X1)  #v:[?].	2 msec
1	1.0	predict(train01931,interest).
# proved 2493	predict(train01874,X1)  #v:[?].	4 msec
1	1.0	predict(train01874,earn).
# proved 2494	predict(train03436,X1)  #v:[?].	2 msec
1	0.5498029090048865	predict(train03436,earn).
2	0.45019709099511357	predict(train03436,acq).
# proved 2495	predict(train05365,X1)  #v:[?].	4 msec
1	1.0	predict(train05365,earn).
# proved 2496	predict(train02655,X1)  #v:[?].	3 msec
1	0.9127627235333708	predict(train02655,earn).
2	0.08723727646662917	predict(train02655,interest).
# proved 2497	predict(train03567,X1)  #v:[?].	11 msec
1	0.5101050391927536	predict(train03567,earn).
2	0.4898949608072463	predict(train03567,acq).
# proved 2498	predict(train03549,X1)  #v:[?].	10 msec
1	0.4857000326227104	predict(train03549,earn).
2	0.41185142045899575	predict(train03549,trade).
3	0.1024485469182939	predict(train03549,acq).
# proved 2499	predict(train02661,X1)  #v:[?].	5 msec
1	1.0	predict(train02661,earn).
# proved 2500	predict(train00787,X1)  #v:[?].	12 msec
1	1.0	predict(train00787,earn).
# proved 2501	predict(train01427,X1)  #v:[?].	4 msec
1	0.34157123801852174	predict(train01427,earn).
2	0.2706064563297607	predict(train01427,interest).
3	0.26222544008265586	predict(train01427,money-fx).
4	0.1255968655690618	predict(train01427,acq).
# proved 2502	predict(train01008,X1)  #v:[?].	5 msec
1	1.0	predict(train01008,earn).
# proved 2503	predict(train00445,X1)  #v:[?].	2 msec
1	1.0	predict(train00445,earn).
# proved 2504	predict(train01297,X1)  #v:[?].	10 msec
1	0.5123197707857373	predict(train01297,earn).
2	0.4876802292142627	predict(train01297,acq).
# proved 2505	predict(train05306,X1)  #v:[?].	4 msec
1	0.5971048442499945	predict(train05306,earn).
2	0.40289515575000534	predict(train05306,acq).
# proved 2506	predict(train01074,X1)  #v:[?].	3 msec
1	1.0	predict(train01074,earn).
# proved 2507	predict(train01209,X1)  #v:[?].	3 msec
1	0.5377633951780467	predict(train01209,earn).
2	0.46223660482195333	predict(train01209,acq).
# proved 2508	predict(train05406,X1)  #v:[?].	4 msec
1	1.0	predict(train05406,earn).
# proved 2509	predict(train04010,X1)  #v:[?].	13 msec
1	1.0	predict(train04010,earn).
# proved 2510	predict(train03129,X1)  #v:[?].	10 msec
1	0.4928691830574475	predict(train03129,earn).
2	0.43061539809759947	predict(train03129,acq).
3	0.07651541884495307	predict(train03129,interest).
# proved 2511	predict(train02776,X1)  #v:[?].	12 msec
1	0.5379959105283488	predict(train02776,earn).
2	0.4253176881833742	predict(train02776,acq).
3	0.03668640128827696	predict(train02776,crude).
# proved 2512	predict(train02108,X1)  #v:[?].	27 msec
1	0.4380772859838862	predict(train02108,earn).
2	0.3936210045537682	predict(train02108,trade).
3	0.1683017094623456	predict(train02108,crude).
# proved 2513	predict(train04225,X1)  #v:[?].	9 msec
1	0.8424729667015693	predict(train04225,earn).
2	0.1575270332984306	predict(train04225,acq).
# proved 2514	predict(train00460,X1)  #v:[?].	5 msec
1	1.0	predict(train00460,earn).
# proved 2515	predict(train01155,X1)  #v:[?].	12 msec
1	0.518045377448963	predict(train01155,earn).
2	0.481954622551037	predict(train01155,acq).
# proved 2516	predict(train02499,X1)  #v:[?].	6 msec
1	0.5403747415501563	predict(train02499,earn).
2	0.45962525844984375	predict(train02499,crude).
# proved 2517	predict(train02491,X1)  #v:[?].	2 msec
1	1.0	predict(train02491,earn).
# proved 2518	predict(train02423,X1)  #v:[?].	4 msec
1	1.0	predict(train02423,earn).
# proved 2519	predict(train00932,X1)  #v:[?].	7 msec
1	0.534425795539844	predict(train00932,earn).
2	0.465574204460156	predict(train00932,acq).
# proved 2520	predict(train02940,X1)  #v:[?].	3 msec
1	0.5281649548890675	predict(train02940,earn).
2	0.4718350451109326	predict(train02940,acq).
# proved 2521	predict(train01218,X1)  #v:[?].	4 msec
1	0.5401790888992479	predict(train01218,earn).
2	0.4598209111007521	predict(train01218,acq).
# proved 2522	predict(train04687,X1)  #v:[?].	17 msec
1	0.515116107480603	predict(train04687,earn).
2	0.484883892519397	predict(train04687,acq).
# proved 2523	predict(train02806,X1)  #v:[?].	7 msec
1	0.41147025235634616	predict(train02806,earn).
2	0.2976650678383871	predict(train02806,trade).
3	0.16644529202257152	predict(train02806,interest).
4	0.11565279183174605	predict(train02806,acq).
5	0.00876659595094918	predict(train02806,money-fx).
# proved 2524	predict(train01133,X1)  #v:[?].	5 msec
1	0.46020782174333974	predict(train01133,earn).
2	0.38157046982400616	predict(train01133,money-fx).
3	0.158221708432654	predict(train01133,interest).
# proved 2525	predict(train03012,X1)  #v:[?].	7 msec
1	1.0	predict(train03012,earn).
# proved 2526	predict(train00803,X1)  #v:[?].	4 msec
1	0.9508296038363876	predict(train00803,earn).
2	0.0491703961636124	predict(train00803,crude).
# proved 2527	predict(train03161,X1)  #v:[?].	8 msec
1	0.6602173887650984	predict(train03161,earn).
2	0.3397826112349016	predict(train03161,acq).
# proved 2528	predict(train02026,X1)  #v:[?].	14 msec
1	0.4736637518618738	predict(train02026,earn).
2	0.3844123922791782	predict(train02026,money-fx).
3	0.141923855858948	predict(train02026,crude).
# proved 2529	predict(train00753,X1)  #v:[?].	3 msec
1	1.0	predict(train00753,earn).
# proved 2530	predict(train04277,X1)  #v:[?].	2 msec
1	0.7265551615736952	predict(train04277,acq).
2	0.2734448384263049	predict(train04277,interest).
# proved 2531	predict(train00150,X1)  #v:[?].	5 msec
1	1.0	predict(train00150,earn).
# proved 2532	predict(train00232,X1)  #v:[?].	4 msec
1	1.0	predict(train00232,earn).
# proved 2533	predict(train02963,X1)  #v:[?].	8 msec
1	0.365603978629385	predict(train02963,earn).
2	0.2840208145070671	predict(train02963,trade).
3	0.2812850098578301	predict(train02963,money-fx).
4	0.0690901970057177	predict(train02963,interest).
# proved 2534	predict(train05480,X1)  #v:[?].	3 msec
1	1.0	predict(train05480,earn).
# proved 2535	predict(train02124,X1)  #v:[?].	5 msec
1	1.0	predict(train02124,earn).
# proved 2536	predict(train02447,X1)  #v:[?].	16 msec
1	0.5130094437709414	predict(train02447,earn).
2	0.48699055622905874	predict(train02447,acq).
# proved 2537	predict(train03585,X1)  #v:[?].	14 msec
1	0.3822332944395264	predict(train03585,earn).
2	0.3163877166768979	predict(train03585,crude).
3	0.3013789888835758	predict(train03585,trade).
# proved 2538	predict(train04559,X1)  #v:[?].	23 msec
1	0.4618052006886054	predict(train04559,earn).
2	0.3896542207091799	predict(train04559,trade).
3	0.1485405786022146	predict(train04559,crude).
# proved 2539	predict(train01083,X1)  #v:[?].	6 msec
1	0.6104854225474999	predict(train01083,earn).
2	0.38951457745249995	predict(train01083,acq).
# proved 2540	predict(train03308,X1)  #v:[?].	5 msec
1	0.4845139455348624	predict(train03308,earn).
2	0.4059789749422177	predict(train03308,interest).
3	0.10950707952292	predict(train03308,money-fx).
# proved 2541	predict(train03805,X1)  #v:[?].	8 msec
1	0.5187187410720806	predict(train03805,earn).
2	0.48128125892791945	predict(train03805,acq).
# proved 2542	predict(train03208,X1)  #v:[?].	2 msec
1	1.0	predict(train03208,earn).
# proved 2543	predict(train02788,X1)  #v:[?].	3 msec
1	1.0	predict(train02788,earn).
# proved 2544	predict(train04735,X1)  #v:[?].	11 msec
1	0.5333512426138438	predict(train04735,earn).
2	0.4666487573861562	predict(train04735,trade).
# proved 2545	predict(train05384,X1)  #v:[?].	16 msec
1	0.4812477182587212	predict(train05384,earn).
2	0.4351096131946584	predict(train05384,trade).
3	0.08364266854662034	predict(train05384,money-fx).
# proved 2546	predict(train03785,X1)  #v:[?].	6 msec
1	0.5414094794207741	predict(train03785,earn).
2	0.3755617613656728	predict(train03785,acq).
3	0.08302875921355307	predict(train03785,ship).
# proved 2547	predict(train01809,X1)  #v:[?].	6 msec
1	0.43976496094522816	predict(train01809,earn).
2	0.35400063272511434	predict(train01809,crude).
3	0.20375949388968947	predict(train01809,acq).
4	0.002474912439968067	predict(train01809,trade).
# proved 2548	predict(train04656,X1)  #v:[?].	5 msec
1	0.5564059214312935	predict(train04656,earn).
2	0.4435940785687064	predict(train04656,acq).
# proved 2549	predict(train01772,X1)  #v:[?].	8 msec
1	0.52752674097577	predict(train01772,earn).
2	0.45517822837912303	predict(train01772,acq).
3	0.01729503064510684	predict(train01772,crude).
# proved 2550	predict(train04175,X1)  #v:[?].	2 msec
1	1.0	predict(train04175,earn).
# proved 2551	predict(train04817,X1)  #v:[?].	4 msec
1	0.9252026809195004	predict(train04817,earn).
2	0.07479731908049954	predict(train04817,trade).
# proved 2552	predict(train01730,X1)  #v:[?].	5 msec
1	1.0	predict(train01730,earn).
# proved 2553	predict(train02012,X1)  #v:[?].	4 msec
1	1.0	predict(train02012,earn).
# proved 2554	predict(train05470,X1)  #v:[?].	5 msec
1	0.734394811728683	predict(train05470,earn).
2	0.26560518827131685	predict(train05470,acq).
# proved 2555	predict(train00960,X1)  #v:[?].	3 msec
1	0.5257599661361099	predict(train00960,earn).
2	0.47424003386389013	predict(train00960,acq).
# proved 2556	predict(train03668,X1)  #v:[?].	2 msec
1	1.0	predict(train03668,earn).
# proved 2557	predict(train02565,X1)  #v:[?].	4 msec
1	0.5203953649783165	predict(train02565,earn).
2	0.47960463502168343	predict(train02565,acq).
# proved 2558	predict(train03087,X1)  #v:[?].	3 msec
1	0.9934012680892256	predict(train03087,acq).
2	0.006598731910774315	predict(train03087,grain).
# proved 2559	predict(train00599,X1)  #v:[?].	4 msec
1	1.0	predict(train00599,earn).
# proved 2560	predict(train05388,X1)  #v:[?].	14 msec
1	0.6734752946221535	predict(train05388,earn).
2	0.3265247053778466	predict(train05388,acq).
# proved 2561	predict(train01087,X1)  #v:[?].	4 msec
1	0.5198704118035052	predict(train01087,earn).
2	0.4801295881964948	predict(train01087,acq).
# proved 2562	predict(train00431,X1)  #v:[?].	12 msec
1	0.5805336348741983	predict(train00431,earn).
2	0.409406577430325	predict(train00431,trade).
3	0.010059787695476722	predict(train00431,crude).
# proved 2563	predict(train00855,X1)  #v:[?].	2 msec
1	1.0	predict(train00855,earn).
# proved 2564	predict(train01183,X1)  #v:[?].	16 msec
1	0.4113602033769821	predict(train01183,earn).
2	0.33892840632666243	predict(train01183,interest).
3	0.2497113902963555	predict(train01183,money-fx).
# proved 2565	predict(train04215,X1)  #v:[?].	5 msec
1	1.0	predict(train04215,earn).
# proved 2566	predict(train01234,X1)  #v:[?].	2 msec
1	0.6349256384703145	predict(train01234,earn).
2	0.3650743615296855	predict(train01234,acq).
# proved 2567	predict(train01052,X1)  #v:[?].	6 msec
1	1.0	predict(train01052,earn).
# proved 2568	predict(train00684,X1)  #v:[?].	3 msec
1	1.0	predict(train00684,earn).
# proved 2569	predict(train03156,X1)  #v:[?].	6 msec
1	0.5247814491789361	predict(train03156,earn).
2	0.4752185508210639	predict(train03156,acq).
# proved 2570	predict(train05425,X1)  #v:[?].	9 msec
1	0.9982539549782767	predict(train05425,earn).
2	0.001746045021723293	predict(train05425,interest).
# proved 2571	predict(train01397,X1)  #v:[?].	3 msec
1	1.0	predict(train01397,earn).
# proved 2572	predict(train03389,X1)  #v:[?].	3 msec
1	1.0	predict(train03389,earn).
# proved 2573	predict(train05015,X1)  #v:[?].	7 msec
1	0.5104878343253815	predict(train05015,earn).
2	0.48951216567461864	predict(train05015,acq).
# proved 2574	predict(train01976,X1)  #v:[?].	1 msec
1	1.0	predict(train01976,earn).
# proved 2575	predict(train04520,X1)  #v:[?].	2 msec
1	1.0	predict(train04520,earn).
# proved 2576	predict(train04250,X1)  #v:[?].	12 msec
1	1.0	predict(train04250,earn).
# proved 2577	predict(train00190,X1)  #v:[?].	3 msec
1	1.0	predict(train00190,earn).
# proved 2578	predict(train02593,X1)  #v:[?].	7 msec
1	0.5933413829695283	predict(train02593,earn).
2	0.4066586170304718	predict(train02593,acq).
# proved 2579	predict(train00462,X1)  #v:[?].	12 msec
1	0.5308551927831193	predict(train00462,earn).
2	0.4691448072168807	predict(train00462,acq).
# proved 2580	predict(train02689,X1)  #v:[?].	3 msec
1	1.0	predict(train02689,earn).
# proved 2581	predict(train03118,X1)  #v:[?].	3 msec
1	1.0	predict(train03118,earn).
# proved 2582	predict(train04322,X1)  #v:[?].	1 msec
1	0.8931516921121235	predict(train04322,acq).
2	0.10684830788787646	predict(train04322,interest).
# proved 2583	predict(train00136,X1)  #v:[?].	2 msec
1	0.6773765848754172	predict(train00136,earn).
2	0.32262341512458287	predict(train00136,acq).
# proved 2584	predict(train03236,X1)  #v:[?].	4 msec
1	1.0	predict(train03236,earn).
# proved 2585	predict(train04942,X1)  #v:[?].	3 msec
1	1.0	predict(train04942,earn).
# proved 2586	predict(train05142,X1)  #v:[?].	2 msec
1	1.0	predict(train05142,earn).
# proved 2587	predict(train01456,X1)  #v:[?].	4 msec
1	1.0	predict(train01456,earn).
# proved 2588	predict(train02163,X1)  #v:[?].	2 msec
1	1.0	predict(train02163,earn).
# proved 2589	predict(train04098,X1)  #v:[?].	5 msec
1	0.5309916811873732	predict(train04098,earn).
2	0.4690083188126268	predict(train04098,acq).
# proved 2590	predict(train00873,X1)  #v:[?].	4 msec
1	1.0	predict(train00873,earn).
# proved 2591	predict(train01377,X1)  #v:[?].	3 msec
1	1.0	predict(train01377,earn).
# proved 2592	predict(train02172,X1)  #v:[?].	8 msec
1	0.5210783386309552	predict(train02172,earn).
2	0.47892166136904485	predict(train02172,acq).
# proved 2593	predict(train00591,X1)  #v:[?].	6 msec
1	0.5205900648226529	predict(train00591,earn).
2	0.47940993517734715	predict(train00591,acq).
# proved 2594	predict(train05053,X1)  #v:[?].	2 msec
1	1.0	predict(train05053,earn).
# proved 2595	predict(train03159,X1)  #v:[?].	2 msec
1	0.5532185350262097	predict(train03159,earn).
2	0.44678146497379045	predict(train03159,acq).
# proved 2596	predict(train02267,X1)  #v:[?].	2 msec
1	0.7448042974958035	predict(train02267,earn).
2	0.19706341810306133	predict(train02267,interest).
3	0.05813228440113524	predict(train02267,money-fx).
# proved 2597	predict(train01982,X1)  #v:[?].	5 msec
1	0.5246603102191639	predict(train01982,earn).
2	0.47533968978083596	predict(train01982,acq).
# proved 2598	predict(train04410,X1)  #v:[?].	2 msec
1	1.0	predict(train04410,earn).
# proved 2599	predict(train02422,X1)  #v:[?].	5 msec
1	0.5207389759254911	predict(train02422,earn).
2	0.4792610240745088	predict(train02422,acq).
# proved 2600	predict(train03276,X1)  #v:[?].	6 msec
1	0.4899312242864881	predict(train03276,earn).
2	0.4214586265652461	predict(train03276,acq).
3	0.08861014914826591	predict(train03276,interest).
# proved 2601	predict(train04419,X1)  #v:[?].	6 msec
1	0.5435215303663152	predict(train04419,earn).
2	0.4564784696336848	predict(train04419,crude).
# proved 2602	predict(train02377,X1)  #v:[?].	2 msec
1	1.0	predict(train02377,earn).
# proved 2603	predict(train01606,X1)  #v:[?].	2 msec
1	1.0	predict(train01606,earn).
# proved 2604	predict(train01897,X1)  #v:[?].	4 msec
1	0.5244590920536546	predict(train01897,earn).
2	0.45976508864458715	predict(train01897,acq).
3	0.015775819301758375	predict(train01897,interest).
# proved 2605	predict(train04644,X1)  #v:[?].	6 msec
1	0.5733744393713567	predict(train04644,earn).
2	0.42662556062864326	predict(train04644,acq).
# proved 2606	predict(train05118,X1)  #v:[?].	5 msec
1	0.36657678862731374	predict(train05118,earn).
2	0.33099679379998687	predict(train05118,crude).
3	0.282978560131841	predict(train05118,acq).
4	0.01944785744085838	predict(train05118,interest).
# proved 2607	predict(train02924,X1)  #v:[?].	3 msec
1	0.35109125319245477	predict(train02924,money-fx).
2	0.3120707771838217	predict(train02924,interest).
3	0.17725144865879833	predict(train02924,earn).
4	0.12476231957247065	predict(train02924,acq).
5	0.034824201392454436	predict(train02924,trade).
# proved 2608	predict(train01084,X1)  #v:[?].	5 msec
1	0.511569507865393	predict(train01084,earn).
2	0.4884304921346069	predict(train01084,acq).
# proved 2609	predict(train04563,X1)  #v:[?].	11 msec
1	0.5706068902867177	predict(train04563,earn).
2	0.4293931097132822	predict(train04563,crude).
# proved 2610	predict(train00090,X1)  #v:[?].	16 msec
1	0.5263380345449212	predict(train00090,earn).
2	0.4736619654550787	predict(train00090,crude).
# proved 2611	predict(train01319,X1)  #v:[?].	8 msec
1	0.6032059819534205	predict(train01319,earn).
2	0.39679401804657954	predict(train01319,acq).
# proved 2612	predict(train00486,X1)  #v:[?].	2 msec
1	1.0	predict(train00486,earn).
# proved 2613	predict(train00967,X1)  #v:[?].	10 msec
1	0.4781400491315221	predict(train00967,earn).
2	0.4248889777405109	predict(train00967,acq).
3	0.09697097312796699	predict(train00967,crude).
# proved 2614	predict(train01363,X1)  #v:[?].	3 msec
1	1.0	predict(train01363,earn).
# proved 2615	predict(train02673,X1)  #v:[?].	3 msec
1	1.0	predict(train02673,earn).
# proved 2616	predict(train04220,X1)  #v:[?].	5 msec
1	0.4323875223389626	predict(train04220,earn).
2	0.34402489876756104	predict(train04220,acq).
3	0.22358757889347633	predict(train04220,trade).
# proved 2617	predict(train01022,X1)  #v:[?].	3 msec
1	1.0	predict(train01022,earn).
# proved 2618	predict(train02623,X1)  #v:[?].	3 msec
1	0.8843301720776819	predict(train02623,earn).
2	0.1156698279223181	predict(train02623,ship).
# proved 2619	predict(train03764,X1)  #v:[?].	5 msec
1	1.0	predict(train03764,earn).
# proved 2620	predict(train03154,X1)  #v:[?].	2 msec
1	0.5608327473057151	predict(train03154,earn).
2	0.43916725269428486	predict(train03154,acq).
# proved 2621	predict(train02130,X1)  #v:[?].	5 msec
1	0.7078600486973256	predict(train02130,earn).
2	0.29213995130267456	predict(train02130,acq).
# proved 2622	predict(train01239,X1)  #v:[?].	5 msec
1	0.5299200628651504	predict(train01239,earn).
2	0.4700799371348497	predict(train01239,acq).
# proved 2623	predict(train03984,X1)  #v:[?].	6 msec
1	0.3172907780086584	predict(train03984,earn).
2	0.2534752887782376	predict(train03984,money-fx).
3	0.21227231753465012	predict(train03984,trade).
4	0.15283245559271738	predict(train03984,interest).
5	0.0641291600857366	predict(train03984,grain).
# proved 2624	predict(train01523,X1)  #v:[?].	4 msec
1	1.0	predict(train01523,earn).
# proved 2625	predict(train01226,X1)  #v:[?].	5 msec
1	0.5311735404422638	predict(train01226,earn).
2	0.4688264595577361	predict(train01226,acq).
# proved 2626	predict(train02038,X1)  #v:[?].	11 msec
1	0.5132782101431238	predict(train02038,earn).
2	0.48672178985687625	predict(train02038,acq).
# proved 2627	predict(train02007,X1)  #v:[?].	5 msec
1	0.5211985376074215	predict(train02007,earn).
